qr,loc,plot,field,nLvl,irrigation,rep,row,range,genotype,population,anthesisDate,silkDate,notes,leafDimHtDate,earHt,flagLeafHt,tasselTipHt,harvestDate,combineYield,combineMoisture,combineTestWt,harvestSeq,earFillLen,earWidth,shelledCobLen,shelledCobWidth,shelledCobWt,kernelsPerEar,kernelMass,kernelColor,kernelStriping,kernelsPerRow,kernelRows,hundredKernelWt,moistureCorrectedStarch,moistureCorrectedProtein,moistureCorrectedOil,moistureCorrectedFiber,moistureCorrectedAsh,pctMoistureNIR,latitude,longitude,yieldPerAc,plantDensity,pctRootLodge,pctStalkLodge,plantDate,totalStandCt,plotLen,daysToAnthesis,daysToSilk,moistureCorrectedKernelMass,moistureCorrectedHundredKernelWt,earLen,earWt,lbsNPerAc,ASI,GDDToAnthesis,GDDToSilk,ASI.GDD,exp,earHt.sp,flagLeafHt.sp,tasselTipHt.sp,combineMoisture.sp,combineTestWt.sp,earLen.sp,earFillLen.sp,earWidth.sp,shelledCobWidth.sp,shelledCobWt.sp,shelledCobLen.sp,kernelsPerEar.sp,moistureCorrectedStarch.sp,moistureCorrectedProtein.sp,moistureCorrectedOil.sp,moistureCorrectedFiber.sp,moistureCorrectedAsh.sp,yieldPerAc.sp,GDDToAnthesis.sp,GDDToSilk.sp,kernelsPerRow.sp,kernelRows.sp,moistureCorrectedKernelMass.sp,moistureCorrectedHundredKernelWt.sp,ASI.GDD.sp,daysToAnthesis.sp,daysToSilk.sp,ASI.sp
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT913$ROW1$RANGE27$PHB47 X PHK56,North Platte2,913,Partial Irrigation,High,Partial,1,1,27,PHB47 X PHK56,Hybrid,2022-07-24,2022-07-27,,NA,110,300,NA,2022-10-26 05:00:00,23.121582,13.712998,59.615501,NA,15.2,4,16.4,2.5,21.6,487.8,142.7,yellow,N,36.2,14,NA,70.23,9.32,3.83,0.99,0.82,0.04,NA,NA,209.893025440389,32500,0,0,2022-05-17 05:00:00,65,17.5,68,71,148.645833333333,30.3125,NA,NA,225,3,1377.81,1443.31,65.5,NA,119.654229397645,292.061463860935,NA,13.7438942122981,59.5991618612548,NA,15.0696040530863,4.032343299727,2.56095431951113,20.8748912726217,16.4811845661299,487.004278172016,70.2574323585044,9.00957450451732,3.76351059408165,0.985728885493897,0.913400975498906,198.364772628245,1362.40817244464,1430.90830247016,34.775523047215,14.7037000710066,146.141012888603,30.0772833872458,68.3483971211169,67.4155373984837,70.4868638602827,3.0797288889438
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT536$ROW8$RANGE1$HOEGEMEYER 8065RR,North Platte2,536,Partial Irrigation,Low,Partial,1,8,1,HOEGEMEYER 8065RR,Hybrid,2022-07-22,2022-07-17,,NA,100,260,NA,2022-10-27 05:00:00,17.134575,16.296001,57.852299,NA,17.6,4,18.5,2.5,21.9,549.5,166.9,yellow,N,39,15,NA,68.42,9.65,3.69,1.1,1.15,0.05,NA,NA,150.887973587407,17000,0,0,2022-05-17 05:00:00,34,17.5,66,61,175.684210526316,31.0526315789474,NA,NA,75,-5,1324.76,1211.51,113.25,NA,109.434498296327,265.015928092481,NA,15.6434570214574,58.3124962108105,NA,15.9647882174911,3.94873628935982,2.56054209703798,19.8161762399971,17.1650896222768,495.466604557647,68.5996642238921,10.2440078526485,3.85104832226762,1.10714161972158,1.1145054345446,141.610267364243,1337.59831680533,1235.36835128639,35.3935826979692,15.1674170865559,148.260207595103,29.0834038944028,105.177902096682,66.4820412581135,62.0357498573757,-4.48334916295208
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT532$ROW4$RANGE1$2FACC X 3IIH6,North Platte2,532,Partial Irrigation,Low,Partial,1,4,1,2FACC X 3IIH6,Hybrid,2022-07-16,2022-07-16,,NA,110,260,NA,2022-10-26 05:00:00,16.6098,11.878457,60.695999,NA,13.8,4.1,14.8,3.1,16.4,428,102.3,yellow,N,25,16.5,NA,68.08,9.85,3.98,1.07,1.17,0.05,NA,NA,153.986120725459,29000,0,0,2022-05-17 05:00:00,58,17.5,60,60,107.684210526316,24.4210526315789,NA,NA,75,0,1185.51,1185.51,0,NA,110.926765093449,261.944737960181,NA,12.5544927573366,60.3148460178829,NA,13.8893038961577,3.96386074017772,2.85979932475622,16.860894832666,15.2844241123692,434.055835117642,68.5977495472538,10.3079478475291,4.00459850957635,1.0242252419549,1.10640271393468,139.20757304643,1263.7192515158,1216.75145476353,28.0057717358797,16.0373460979203,111.072750619101,25.3858259853065,52.1305342309387,63.2970128539337,61.2900796550082,-2.12302962435966
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT582$ROW6$RANGE4$SYNGENTA NK0760-3111,North Platte2,582,Partial Irrigation,Low,Partial,1,6,4,SYNGENTA NK0760-3111,Hybrid,2022-07-22,2022-07-24,Solar Panel?,NA,110,270,NA,2022-10-27 05:00:00,12.531673,14.264199,59.336899,NA,17.6,4.6,18.6,2.8,25.2,620.2,194.2,yellow,N,41,15.5,NA,71.64,8.43,2.88,2.14,1.45,0.06,NA,NA,113.0332840507,34000,0,0,2022-05-17 05:00:00,68,17.5,66,68,206.595744680851,34.5744680851064,NA,NA,75,2,1324.76,1377.81,53.05,NA,113.021623539111,270.597988305077,NA,14.1386267429962,59.4076139147421,NA,16.0653178558572,4.26991450064357,2.69850597422649,21.704010382426,17.4433436887217,539.677056735659,70.6576952613863,9.28735823264624,3.3997912425366,1.51839375563106,1.23190468746717,129.860441036072,1355.25433568282,1333.82171231573,36.6240369258837,15.4675388033042,168.035581596904,31.0323720379721,75.4850009887683,67.262660113383,66.1855469413652,-1.03987934406815
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT1012$ROW4$RANGE33$B37 X OH43,North Platte2,1012,Partial Irrigation,High,Partial,1,4,33,B37 X OH43,Hybrid,2022-07-24,2022-07-28,,NA,130,300,NA,2022-10-26 05:00:00,16.311264,13.908825,59.3801,NA,12.6,3.8,13.2,2.4,17.9,347.8,95.1,yellow,N,28.5,17,NA,69.46,10.6,3.95,1.38,1,0.05,NA,NA,147.734298478568,33000,0,0,2022-05-17 05:00:00,66,17.5,68,72,100.105263157895,29.8947368421053,NA,NA,225,4,1377.81,1464.21,86.4000000000001,NA,127.994141979597,291.505426139988,NA,13.8908049539236,59.4555917537221,NA,13.9956590744479,3.94710279127343,2.46977290337726,19.3720310867431,15.0738132102522,420.413072695647,70.0164752919593,9.73561457050376,3.84664993907491,1.05554249169676,0.967481547526818,162.06379878702,1365.84018897066,1436.47022271586,32.0381242708202,16.2032902704623,122.516670373423,29.5025738621976,73.6536579063422,67.5556112865244,70.7671038999533,3.19926392285108
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT578$ROW2$RANGE4$B73 X 3IIH6,North Platte2,578,Partial Irrigation,Low,Partial,1,2,4,B73 X 3IIH6,Hybrid,2022-07-25,2022-07-23,,NA,130,290,NA,2022-10-26 05:00:00,16.684151,12.386766,60.543098,NA,15.2,4.5,17.1,2.8,18.9,626.8,152.4,yellow,N,35.8,20,NA,67.98,8.33,4.47,1.03,1.26,0.06,NA,NA,153.783204109414,31500,0,0,2022-05-17 05:00:00,63,17.5,69,67,162.127659574468,25.531914893617,NA,NA,75,-2,1400.36,1348.66,51.7,NA,124.262504664505,284.651380436,NA,13.0761247730801,60.0592954313548,NA,14.6213654765184,4.21795260419197,2.69714335564907,18.3127443422431,16.3793825874223,539.97468152826,68.8721769917206,9.15839094342866,4.21818342264913,0.914446837119343,1.13558792749201,151.510927101906,1390.12027233636,1320.26007978079,33.4731269532685,17.8920367308106,142.960978017885,26.2450160083027,70.3510307716425,68.6367178692566,65.7260127925704,-2.81515137270992
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT587$ROW11$RANGE4$PHP02 X LH82,North Platte2,587,Partial Irrigation,Low,Partial,2,11,4,PHP02 X LH82,Hybrid,2022-07-22,2022-07-19,,NA,110,240,NA,2022-10-27 05:00:00,13.452332,12.863516,60.192902,NA,13,3.9,16.6,3,15.1,453.2,99.6,yellow,N,29.8,16.5,NA,68.21,11.18,5.11,0.93,1.28,0.06,NA,NA,123.319765753495,31500,0,0,2022-05-17 05:00:00,63,17.5,66,63,105.957446808511,22.7659574468085,NA,NA,75,-3,1324.76,1260.11,64.6499999999999,NA,115.593176055597,257.772240058222,NA,13.3148851689355,59.8662566385354,NA,13.7316730465297,3.92223580549603,2.80020415248095,16.6789331140016,16.422338404091,453.187962737553,68.8432377916048,10.761928992691,4.53064308740148,0.95510376312744,1.14736614698861,135.739013490071,1360.12293653881,1273.75276981027,30.9768805252631,15.9369873136025,116.688025788729,25.2504265998468,86.8743044478588,67.4714012690086,63.6369225244974,-3.82091801388065
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT724$ROW4$RANGE14$PHZ51 X LH145,North Platte2,724,Partial Irrigation,Medium,Partial,1,4,14,PHZ51 X LH145,Hybrid,2022-07-22,2022-07-20,,NA,130,300,NA,2022-10-26 05:00:00,16.659431,13.453801,59.659199,NA,16.9,3.4,18.8,2.4,17.2,380.2,99.3,yellow,N,34.5,15,NA,69.05,10.99,3.52,1.35,0.95,0.05,NA,NA,151.685212788017,31000,0,0,2022-05-17 05:00:00,62,17.5,66,64,104.526315789474,27.3684210526316,NA,NA,150,-2,1324.76,1282.71,42.05,NA,126.875802793446,290.87398216365,NA,13.7932488322555,59.519685891871,NA,15.7812365154507,3.69601599416902,2.50119515549313,18.0217933396361,17.6518750029909,413.343254787799,69.1865520109871,10.6380262330743,3.79419152068829,1.1892050677005,0.998959861681908,156.37336160168,1358.8644199423,1308.23067737658,33.452369544832,15.3084933833873,114.758195475184,27.4855070373124,52.8166562677891,67.4327506905241,65.0928355374769,-2.44600639880125
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT543$ROW15$RANGE1$PHJ40 X LH82,North Platte2,543,Partial Irrigation,Low,Partial,2,15,1,PHJ40 X LH82,Hybrid,2022-07-17,2022-07-16,,NA,100,240,NA,2022-10-28 05:00:00,14.081314,15.2567,58.021235,NA,13.2,3.5,17.1,2.4,18.1,424.2,101,orange,N,31,16,NA,69.09,11.49,4.69,0.42,0.99,0.06,NA,NA,125.540437259477,33000,0,0,2022-05-17 05:00:00,66,17.5,61,60,107.446808510638,23.8297872340426,NA,NA,75,-1,1211.51,1185.51,26,NA,112.349903553623,258.554760325337,NA,14.8516068292026,58.3012931773397,NA,13.3262904203078,3.7596626228063,2.51183885060012,17.8423437528154,16.2844110293675,431.079921367995,68.6989205869889,11.2266054775154,4.38248088490425,0.814975197370195,1.05839825600639,142.848235021144,1286.82398698861,1232.04576900903,30.8065824252368,15.6687303350997,116.314804679848,25.901883399951,55.3139822862816,64.2309694887794,61.9589040497783,-2.23890326196437
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT591$ROW15$RANGE4$F42 X OH43,North Platte2,591,Partial Irrigation,Low,Partial,2,15,4,F42 X OH43,Hybrid,2022-07-28,2022-07-17,,NA,120,280,NA,2022-10-28 05:00:00,10.257116,18.038801,56.597698,NA,12,4.3,14,3.2,18,316,115.2,yellow,N,21.8,16.5,NA,66.99,13,4.12,1.55,1.16,0.06,NA,NA,88.444056266077,31000,0,0,2022-05-17 05:00:00,62,17.5,72,61,122.553191489362,30.9574468085106,NA,NA,75,-11,1464.21,1211.51,252.7,NA,122.971203510688,280.892483431197,NA,15.9606528380373,57.8095023385181,NA,12.9292830538084,4.12400213673227,2.90155173876467,17.9546937255637,14.7946330725322,368.18485910473,68.1169604280434,11.7522790710491,4.06376081438976,1.29337307575617,1.08708378721853,118.835350339621,1434.50234374802,1248.51602586042,26.4020816761476,15.9199710968717,121.112852100318,29.3895443317064,185.381138970429,70.6709865570608,62.5995994611415,-8.04581623658542
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT895$ROW15$RANGE25$4N506 X 3IIH6,North Platte2,895,Partial Irrigation,High,Partial,2,15,25,4N506 X 3IIH6,Hybrid,2022-07-22,2022-07-26,,NA,150,310,NA,2022-10-28 05:00:00,20.930454,13.059623,59.537498,NA,14.6,4.4,17.1,3,21.1,480.8,147.8,yellow,N,28.8,17,NA,67.17,8.1,4.8,0.96,1.26,0.05,NA,NA,191.441130348346,31000,0,1.61290322580645,2022-05-17 05:00:00,62,17.5,66,70,155.578947368421,31.0526315789474,NA,NA,225,4,1324.76,1419.11,94.3500000000001,NA,138.668858444704,296.659123167709,NA,13.1106580940651,59.563558024325,NA,15.1880247299322,4.27597264409131,2.87115607465092,21.2128268086521,17.2729894732667,485.252025937593,68.2631927978113,8.56914159140626,4.44188583015989,1.02068621512377,1.18549517718892,200.384910520749,1316.4660810981,1398.92709461231,31.6783327582407,16.4225942220451,157.122951855668,31.2101383474834,79.1482757299971,65.5765733150886,69.117658748563,3.39615951716178
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT919$ROW7$RANGE27$4N506 X 3IIH6,North Platte2,919,Partial Irrigation,High,Partial,1,7,27,4N506 X 3IIH6,Hybrid,2022-07-23,2022-07-26,,NA,160,310,NA,2022-10-27 05:00:00,23.396738,12.314391,60.556202,NA,15.9,4.5,18,2.9,23.7,491.8,150.5,yellow,N,35,15,NA,67.44,8.73,4.36,0.86,1.14,0.04,NA,NA,215.833431975482,31000,0,0,2022-05-17 05:00:00,62,17.5,67,70,156.770833333333,31.25,NA,NA,225,3,1348.66,1419.11,70.45,NA,144.348030355533,296.94954194982,NA,13.3627920146768,59.8940202270839,NA,15.7048511737719,4.30510730318518,2.78976253289001,22.2362967797664,17.424479173979,487.869680671555,68.771475613837,8.79060996943192,4.07024346298686,0.888072887744913,1.08208119844004,200.951701066172,1341.13898915825,1411.63331516844,34.5143752368054,15.2992399423591,152.340345918643,30.8576896471089,70.4372928474578,66.6232899107651,69.6738105181191,3.05526151863248
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT890$ROW10$RANGE25$LH123HT X PHB47,North Platte2,890,Partial Irrigation,High,Partial,2,10,25,LH123HT X PHB47,Hybrid,2022-07-26,2022-07-27,,NA,140,300,NA,2022-10-27 05:00:00,19.521479,13.531217,59.8237,NA,17.1,3.8,18.1,3,22.5,518,142.6,yellow,N,41.8,13,NA,69.91,9.92,4.93,1.18,0.96,0.05,NA,NA,177.585354502371,34000,0,0,2022-05-17 05:00:00,68,17.5,70,71,150.105263157895,28.1052631578947,NA,NA,225,1,1419.11,1443.31,24.1999999999998,NA,134.690984320358,292.163976675857,NA,13.9023859591318,59.5297081060925,NA,16.443099634936,3.96079441418493,2.82339584580901,21.6897153962793,17.6289884121204,509.380925662489,69.8978153340395,9.41236188829447,4.47461775697905,1.06406841260728,0.999173874020572,192.726323955093,1369.91863553849,1418.60859601726,38.3218066228433,14.3521062019955,152.051310516011,29.5396481349827,45.0563673959966,67.8481455012913,69.9502168180823,1.95478120559517
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP2$PLOT893$ROW13$RANGE25$PHK76 X W606S,North Platte2,893,Partial Irrigation,High,Partial,2,13,25,PHK76 X W606S,Hybrid,2022-07-17,2022-07-20,,NA,120,260,NA,2022-10-28 05:00:00,21.87468,12.922108,59.850498,NA,16.8,4.2,17.9,3,22.6,416.5,142.9,yellow,N,33.5,13.5,NA,67.71,10.12,4.07,1.19,1.03,0.05,NA,NA,200.393992376157,31500,0,0,2022-05-17 05:00:00,63,17.5,61,64,150.421052631579,35.4736842105263,NA,NA,225,3,1211.51,1282.71,71.2,NA,124.07772597521,271.86105606058,NA,13.3056843432183,59.6335550547733,NA,16.3116249195049,4.16990137605389,2.8520532812034,21.8735838028622,17.6293952124633,456.663457161416,68.6382701134425,9.55241636902996,4.06393959463498,1.10209179317225,1.05533686131435,205.332681536052,1262.35208779749,1333.75965474611,34.146295519268,14.6443988196057,153.61314056113,33.3419423345633,67.9665285087661,63.1852008417469,66.2506800746461,2.91960736114458
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT751$ROW15$RANGE15$PHK56 X PHJ89,North Platte2,751,Partial Irrigation,Medium,Partial,2,15,15,PHK56 X PHJ89,Hybrid,2022-07-27,2022-07-20,,NA,120,270,NA,2022-10-28 05:00:00,16.962032,15.767199,57.811001,NA,13.5,4,14.9,2.6,21.1,433.5,119,yellow,N,30.8,16.5,NA,69.22,10.98,4,0.63,0.95,0.05,NA,NA,150.312190168981,32500,0,1.53846153846154,2022-05-17 05:00:00,65,17.5,71,64,125.263157894737,28.5263157894737,NA,NA,150,-7,1443.31,1282.71,160.6,NA,120.142387685656,273.148193559041,NA,14.9760978299109,58.3283400542052,NA,14.3623220578057,4.07798362409095,2.63997824876356,21.0492245740327,15.8807617566002,438.059880168493,69.6080727972674,10.5128232660375,4.00716301988101,0.785893282471968,0.958254385679812,158.95259634496,1415.94735265489,1291.00699147826,31.7038945950307,15.9514285276663,136.193295667646,30.7012871222115,122.024608421443,69.8463909391816,64.3786493298729,-5.33189527947139
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT694$ROW6$RANGE11$SYNGENTA NK0760-3111,North Platte2,694,Partial Irrigation,Low,Partial,1,6,11,SYNGENTA NK0760-3111,Hybrid,2022-07-26,2022-07-24,,NA,120,270,NA,2022-10-27 05:00:00,24.067724,12.598226,60.430199,NA,15.6,4,17.6,2.5,18.7,554.8,148.5,yellow,N,35.8,16,NA,71.28,9.41,3.66,1.89,1.37,0.04,NA,NA,221.304554677498,33000,0,0,2022-05-17 05:00:00,66,17.5,70,68,154.6875,26.3541666666667,NA,NA,75,-2,1419.11,1377.81,41.3000000000002,NA,120.004127833352,270.622721550744,NA,12.6349810287056,60.382361825559,NA,15.4162602027972,4.09292127768088,2.59988084761507,19.1839236558568,17.3771848858815,529.496554902184,70.5987975193104,9.73179557098048,3.74626332718171,1.56495101296262,1.25464926851758,208.981513302703,1404.09788619736,1351.69238344824,34.8426949339153,15.6819748241865,148.513524622613,27.4637802000947,48.8926525145454,69.3565654781335,66.9215338801056,-2.28133629154033
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT690$ROW2$RANGE11$PHG39 X PHM49,North Platte2,690,Partial Irrigation,Low,Partial,1,2,11,PHG39 X PHM49,Hybrid,2022-07-28,2022-07-25,,NA,120,280,NA,2022-10-26 05:00:00,20.687412,15.191974,58.756298,NA,15.1,4,17,2.5,18.4,496.8,147,yellow,N,33.2,14.5,NA,71.54,9.73,3.27,0.84,0.79,0.05,NA,NA,184.577262448799,33000,0,0,2022-05-17 05:00:00,66,17.5,72,69,154.736842105263,30.4210526315789,NA,NA,75,-3,1464.21,1400.36,63.8499999999999,NA,122.172402471644,280.726302382797,NA,14.8991870779795,58.888989952025,NA,15.0353718633537,4.11600411127328,2.61931123262119,18.9080683288514,16.9840827106036,492.59023899161,70.7656375204461,9.83595143945432,3.52308940092411,0.966592088986903,0.923348989161453,189.753528506459,1427.19241348807,1367.97917462759,33.1229790118253,14.9202643728328,148.165947166025,29.7614562189031,56.5703836452509,70.3840925676913,67.635219620738,-2.62846626344861
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT584$ROW8$RANGE4$LH82 X PHB47,North Platte2,584,Partial Irrigation,Low,Partial,1,8,4,LH82 X PHB47,Hybrid,2022-07-25,2022-07-18,,NA,100,260,NA,2022-10-27 05:00:00,15.417723,12.614575,60.166199,NA,15.1,4.1,17.6,2.6,18,580,121.7,yellow,N,36.8,16.5,NA,68.08,10.92,4.54,1.11,1.14,0.06,NA,NA,141.740618527254,32000,0,12.5,2022-05-17 05:00:00,64,17.5,69,62,129.468085106383,22.4468085106383,NA,NA,75,-7,1400.36,1235.16,165.2,NA,108.428049016622,264.902680332639,NA,13.5059107662232,59.6450148245936,NA,14.8591819290806,4.02086887289234,2.59918707432294,18.1591177380759,16.99730535748,520.01937812654,68.8446634611733,10.5720532634794,4.23097923068717,1.02258323808652,1.07730337895873,144.30350804271,1394.84892234272,1262.00081131784,34.6218350093097,15.9380392320355,129.810654179343,25.0484741526217,133.794324819632,68.83968233911,63.1657501965938,-5.65228323859612
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT885$ROW5$RANGE25$LH198 X PHZ51,North Platte2,885,Partial Irrigation,High,Partial,1,5,25,LH198 X PHZ51,Hybrid,2022-07-23,2022-07-26,,NA,150,310,NA,2022-10-27 05:00:00,21.509817,13.899758,59.696301,NA,15.4,4,16.2,3,25.1,500.2,140.9,yellow,N,34,15,NA,70.95,8.49,4.19,0.71,1.01,0.05,NA,NA,194.83912465098,32000,0,0,2022-05-17 05:00:00,64,17.5,67,70,148.315789473684,29.3684210526316,NA,NA,225,3,1348.66,1419.11,70.45,NA,140.712724590734,297.667248040188,NA,14.0916521569859,59.5067502020365,NA,15.3664173509659,4.04561639085986,2.77562372313886,22.7665870938054,16.4804775822619,494.171648992079,70.6585838460766,8.63015531535507,4.07271918188917,0.817480256779708,0.996436476332578,196.223385759973,1340.97117123341,1414.09047615109,33.9287095389713,15.2816210875185,148.804299820733,29.9744212106294,69.1665564186656,66.6197165167335,69.7827918734775,3.01368210719303
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT883$ROW3$RANGE25$PHK56 X W606S,North Platte2,883,Partial Irrigation,High,Partial,1,3,25,PHK56 X W606S,Hybrid,2022-07-24,2022-07-27,,NA,150,290,NA,2022-10-26 05:00:00,20.934818,14.358824,59.191101,NA,15.2,3.9,17.1,2.5,19.6,417.8,126.6,orange,N,30.2,14.5,NA,72.57,8.04,3.93,0.72,0.8,0.05,NA,NA,188.619632352715,31000,0,1.61290322580645,2022-05-17 05:00:00,62,17.5,68,71,133.263157894737,32.3157894736842,NA,NA,225,3,1377.81,1443.31,65.5,NA,141.121265666071,287.867696812101,NA,14.2229400650169,59.3096147675028,NA,15.097688900396,3.98954532775292,2.50651323840818,19.9273302816471,16.8352715804629,448.027192155768,71.554929788854,8.37803152326597,3.93004223485477,0.813023651393654,0.882093670734892,190.750690028103,1358.05715275158,1429.22336514919,31.6946439636913,15.0034277310344,140.337294728884,31.3693833537277,67.0865343479432,67.2283425439987,70.4158279719409,3.03735042568183
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT540$ROW12$RANGE1$B73 X 3IIH6,North Platte2,540,Partial Irrigation,Low,Partial,2,12,1,B73 X 3IIH6,Hybrid,2022-07-24,2022-07-22,,NA,130,300,NA,2022-10-27 05:00:00,17.606749,12.526192,60.180801,NA,15.4,4.2,16.6,3,17.6,564.8,134.4,yellow,N,32.2,17.5,NA,67.88,9.88,3.71,1.27,1.23,0.05,NA,NA,162.028827096861,30500,0,0,2022-05-17 05:00:00,61,17.5,68,66,141.473684210526,24.3157894736842,NA,NA,75,-2,1377.81,1324.76,53.05,NA,126.957056972599,289.463448807661,NA,13.1681996277709,59.7854679365767,NA,14.7099203702439,4.0835675436354,2.81128358534391,17.6575958539555,16.1653003151557,505.439436784999,68.187870957633,10.3948065840716,3.87501844809337,1.22728242604615,1.16958821399157,154.28419082385,1367.76412969022,1297.55283610962,31.8091931931407,16.4167947979001,132.995855556229,25.9689302890182,71.5104817406191,67.6377656385886,64.7788689990688,-2.84366538444245
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT740$ROW4$RANGE15$LH145 X LH162,North Platte2,740,Partial Irrigation,Medium,Partial,1,4,15,LH145 X LH162,Hybrid,2022-07-17,2022-07-15,,NA,90,250,NA,2022-10-26 05:00:00,16.236536,12.70085,60.1576,NA,13.9,3.4,17.2,2.4,15.4,466.2,94,yellow,N,32,14,NA,70.31,10.8,4,0.64,1.01,0.05,NA,NA,149.120886579848,33500,0,0,2022-05-17 05:00:00,67,17.5,61,59,98.9473684210526,21.4736842105263,NA,NA,150,-2,1211.51,1161.96,49.55,NA,106.812784056459,265.780378048583,NA,13.3639685554405,59.8177806019478,NA,14.435391207794,3.71070352025838,2.59148522102174,17.2522131617461,16.8910051768775,461.044782358245,69.8648090560635,10.4848441077497,4.01205122684615,0.833118395139569,1.023748158494,157.261541051536,1301.39303438232,1244.37722700641,32.3586937348137,14.8124218676378,113.81813114128,24.6779815621706,57.6043083124323,64.8964498500691,62.4587768239202,-2.44182601889271
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT746$ROW10$RANGE15$B37 X MO17,North Platte2,746,Partial Irrigation,Medium,Partial,2,10,15,B37 X MO17,Hybrid,2022-07-29,2022-07-24,,NA,150,300,NA,2022-10-27 05:00:00,8.973513,17.014803,57.551399,NA,14.1,3.9,16.1,2.5,20.6,320.8,92,yellow,N,28.8,13.2,NA,64.48,12.93,3.59,1.87,1.23,0.05,NA,NA,78.3426409671112,32000,0,0,2022-05-17 05:00:00,64,17.5,73,68,96.8421052631579,28.1052631578947,NA,NA,150,-5,1485.61,1377.81,107.8,NA,136.758007786013,289.810709068884,NA,15.5465056901613,58.4940590652361,NA,14.6046519905313,3.99743040007372,2.60134084798621,20.3688023530011,16.4172352426773,386.225723801136,67.1070438457141,11.4832254937855,3.80438492855537,1.44900824635977,1.1378882111938,122.462375547929,1434.01562438425,1343.70469506502,31.019199112398,14.352613406777,117.802513572251,29.3556926083536,91.5905401510391,70.711782115657,66.5913176386107,-4.15459644938781
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT881$ROW1$RANGE25$LH74 X PHN82,North Platte2,881,Partial Irrigation,High,Partial,1,1,25,LH74 X PHN82,Hybrid,2022-07-22,2022-07-26,,NA,120,260,NA,2022-10-26 05:00:00,21.283268,14.6689,59.051598,NA,12.9,4,15.6,2.5,18.3,455.8,131.5,yellow,N,31.5,15,NA,71.56,9.07,4.68,0.65,0.96,0.05,NA,NA,191.064824602623,31500,0,1.58730158730159,2022-05-17 05:00:00,63,17.5,66,70,138.421052631579,28.8421052631579,NA,NA,225,4,1324.76,1419.11,94.3500000000001,NA,126.529764468023,273.067919154277,NA,14.2710315755228,59.2971854345104,NA,13.7509900446581,4.03347434512484,2.48740305107852,19.1880724736989,15.9790550170768,461.609534212404,71.1316857357856,8.86582685658922,4.29238749098754,0.765456934386437,0.952983061791166,189.846594583163,1334.04313281197,1420.15633180823,31.9811991493218,15.2252345062846,141.977007179209,29.5538193455662,81.9067457838888,66.3369687168922,70.0488675765418,3.56104461800806
