qr	loc	plot	field	nLvl	irrigation	rep	row	range	genotype	population	harvestDate	combineYield	combineMoisture	combineTestWt	harvestSeq	combineNotes
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1345$ROW7$RANGE7$B73 X PHZ51	Scottsbluff	1345	Hybrid HIPS	Low	Full	1	7	7	B73 X PHZ51	Hybrid	2022-11-10 10:51:25	30.53	20.8	58	343	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1346$ROW7$RANGE8$PHK56 X LH198	Scottsbluff	1346	Hybrid HIPS	Low	Full	1	7	8	PHK56 X LH198	Hybrid	2022-11-10 10:52:04	32.96	19.1	55.7	344	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1347$ROW7$RANGE9$LH123HT X 3IIH6	Scottsbluff	1347	Hybrid HIPS	Low	Full	1	7	9	LH123HT X 3IIH6	Hybrid	2022-11-10 10:52:57	27.95	17.4	57	345	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1348$ROW7$RANGE10$B73 X 3IIH6	Scottsbluff	1348	Hybrid HIPS	Low	Full	1	7	10	B73 X 3IIH6	Hybrid	2022-11-10 10:53:35	32.68	15.6	55.5	346	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1349$ROW7$RANGE11$PHK56 X LH82	Scottsbluff	1349	Hybrid HIPS	Low	Full	1	7	11	PHK56 X LH82	Hybrid	2022-11-10 10:54:15	26.93	18.5	57.9	347	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1350$ROW7$RANGE12$B37 X OH43	Scottsbluff	1350	Hybrid HIPS	Low	Full	1	7	12	B37 X OH43	Hybrid	2022-11-10 10:54:54	24.06	22.5	50.6	348	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1351$ROW7$RANGE13$2369 X PHP02	Scottsbluff	1351	Hybrid HIPS	Low	Full	1	7	13	2369 X PHP02	Hybrid	2022-11-10 10:55:33	30.16	18.7	56	349	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP1$PLOT1352$ROW7$RANGE14$B73 X MO17	Scottsbluff	1352	Hybrid HIPS	Low	Full	1	7	14	B73 X MO17	Hybrid	2022-11-10 10:56:13	28.75	20.2	52.8	350	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1353$ROW7$RANGE15$PIONEER 1311 AMXT	Scottsbluff	1353	Hybrid HIPS	Low	Full	2	7	15	PIONEER 1311 AMXT	Hybrid	2022-11-10 10:56:51	30.18	18.8	56.1	351	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1354$ROW7$RANGE16$PHP02 X PHK56	Scottsbluff	1354	Hybrid HIPS	Low	Full	2	7	16	PHP02 X PHK56	Hybrid	2022-11-10 10:57:29	30.19	16.5	57.3	352	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1355$ROW7$RANGE17$LH123HT X PHB47	Scottsbluff	1355	Hybrid HIPS	Low	Full	2	7	17	LH123HT X PHB47	Hybrid	2022-11-10 10:58:08	28.06	20.6	55.9	353	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1356$ROW7$RANGE18$LH185 X W606S	Scottsbluff	1356	Hybrid HIPS	Low	Full	2	7	18	LH185 X W606S	Hybrid	2022-11-10 10:58:42	23.75	20.4	56.6	354	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1357$ROW7$RANGE19$PHK56 X W606S	Scottsbluff	1357	Hybrid HIPS	Low	Full	2	7	19	PHK56 X W606S	Hybrid	2022-11-10 10:59:17	23.61	18.7	56.9	355	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1358$ROW7$RANGE20$LH82 X W606S	Scottsbluff	1358	Hybrid HIPS	Low	Full	2	7	20	LH82 X W606S	Hybrid	2022-11-10 10:59:49	24.93	20.8	57.5	356	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1359$ROW7$RANGE21$2369 X PHN82	Scottsbluff	1359	Hybrid HIPS	Low	Full	2	7	21	2369 X PHN82	Hybrid	2022-11-10 11:00:33	28.19	20.1	58.3	357	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1360$ROW7$RANGE22$PHK56 X LH198	Scottsbluff	1360	Hybrid HIPS	Low	Full	2	7	22	PHK56 X LH198	Hybrid	2022-11-10 11:01:11	27.93	18.1	56.8	358	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1361$ROW7$RANGE23$PHK56 X PHJ89	Scottsbluff	1361	Hybrid HIPS	Low	Full	2	7	23	PHK56 X PHJ89	Hybrid	2022-11-10 11:01:44	24.12	19.7	57.4	359	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1362$ROW7$RANGE24$4N506 X 3IIH6	Scottsbluff	1362	Hybrid HIPS	Low	Full	2	7	24	4N506 X 3IIH6	Hybrid	2022-11-10 11:02:16	23.21	14.9	54.1	360	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1363$ROW7$RANGE25$PHB47 X PHK56	Scottsbluff	1363	Hybrid HIPS	Low	Full	2	7	25	PHB47 X PHK56	Hybrid	2022-11-10 11:02:51	24.98	17.1	58.4	361	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1364$ROW7$RANGE26$PHZ51 X LH145	Scottsbluff	1364	Hybrid HIPS	Low	Full	2	7	26	PHZ51 X LH145	Hybrid	2022-11-10 11:03:27	22.67	14.9	60.5	362	NA
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1365$ROW7$RANGE27$F42 X OH43	Scottsbluff	1365	Hybrid HIPS	Low	Full	2	7	27	F42 X OH43	Hybrid	2022-11-10 11:04:09	27.19	24	50.7	363	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1321$ROW11$RANGE3$PHP02 X PHJ89	Scottsbluff	1321	Hybrid HIPS	Medium	Full	1	11	3	PHP02 X PHJ89	Hybrid	2022-11-10 10:45:25	25.07	18	57.7	338	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1322$ROW11$RANGE4$B37 X MO17	Scottsbluff	1322	Hybrid HIPS	Medium	Full	1	11	4	B37 X MO17	Hybrid	2022-11-10 10:44:52	21.18	24	52.4	337	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1323$ROW11$RANGE5$LH195 X PHZ51	Scottsbluff	1323	Hybrid HIPS	Medium	Full	1	11	5	LH195 X PHZ51	Hybrid	2022-11-10 10:44:07	22.73	21.4	56.1	336	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1324$ROW11$RANGE6$PHW52 X PHN82	Scottsbluff	1324	Hybrid HIPS	Medium	Full	1	11	6	PHW52 X PHN82	Hybrid	2022-11-10 10:43:33	29.52	23.2	53.9	335	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1325$ROW11$RANGE7$SYNGENTA NK0760-3111	Scottsbluff	1325	Hybrid HIPS	Medium	Full	1	11	7	SYNGENTA NK0760-3111	Hybrid	2022-11-10 10:42:55	32.42	19.5	52.8	334	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1326$ROW11$RANGE8$PHB47 X PHK56	Scottsbluff	1326	Hybrid HIPS	Medium	Full	1	11	8	PHB47 X PHK56	Hybrid	2022-11-10 10:42:15	26.46	19.2	58.3	333	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1327$ROW11$RANGE9$PHP02 X PHK76	Scottsbluff	1327	Hybrid HIPS	Medium	Full	1	11	9	PHP02 X PHK76	Hybrid	2022-11-10 10:41:29	25.71	18.8	58.5	332	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1328$ROW11$RANGE10$SYNGENTA NK0760-3111	Scottsbluff	1328	Hybrid HIPS	Medium	Full	1	11	10	SYNGENTA NK0760-3111	Hybrid	2022-11-10 10:40:47	33.21	20.4	53.7	331	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1329$ROW11$RANGE11$SYNGENTA NK0760-3111	Scottsbluff	1329	Hybrid HIPS	Medium	Full	1	11	11	SYNGENTA NK0760-3111	Hybrid	2022-11-10 10:40:08	34.79	19.5	55	330	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1330$ROW11$RANGE12$SYNGENTA NK0760-3111	Scottsbluff	1330	Hybrid HIPS	Medium	Full	1	11	12	SYNGENTA NK0760-3111	Hybrid	2022-11-10 10:39:30	32.97	19.6	54.7	329	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1331$ROW11$RANGE13$SYNGENTA NK0760-3111	Scottsbluff	1331	Hybrid HIPS	Medium	Full	1	11	13	SYNGENTA NK0760-3111	Hybrid	2022-11-10 10:38:52	32.4	20.3	53.7	328	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1332$ROW11$RANGE14$SYNGENTA NK0760-3111	Scottsbluff	1332	Hybrid HIPS	Medium	Full	1	11	14	SYNGENTA NK0760-3111	Hybrid	2022-11-10 10:38:13	33.7	19.3	54.6	327	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1333$ROW11$RANGE15$LH185 X W606S	Scottsbluff	1333	Hybrid HIPS	Medium	Full	2	11	15	LH185 X W606S	Hybrid	2022-11-10 10:37:34	26.14	20.5	57.6	326	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1334$ROW11$RANGE16$LH145 X LH162	Scottsbluff	1334	Hybrid HIPS	Medium	Full	2	11	16	LH145 X LH162	Hybrid	2022-11-10 10:36:53	18.74	16.2	62.9	325	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1335$ROW11$RANGE17$PHG39 X PHN82	Scottsbluff	1335	Hybrid HIPS	Medium	Full	2	11	17	PHG39 X PHN82	Hybrid	2022-11-10 10:36:22	22.3	22.5	57.3	324	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1336$ROW11$RANGE18$PHK76 X LH82	Scottsbluff	1336	Hybrid HIPS	Medium	Full	2	11	18	PHK76 X LH82	Hybrid	2022-11-10 10:35:49	22.02	18.9	59.5	323	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1337$ROW11$RANGE19$PHK76 X LH198	Scottsbluff	1337	Hybrid HIPS	Medium	Full	2	11	19	PHK76 X LH198	Hybrid	2022-11-10 10:35:11	25.07	20.1	59.1	322	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1338$ROW11$RANGE20$LH195 X LH123HT	Scottsbluff	1338	Hybrid HIPS	Medium	Full	2	11	20	LH195 X LH123HT	Hybrid	2022-11-10 10:34:38	23.05	23.1	52.8	321	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1339$ROW11$RANGE21$PHP02 X PHN46	Scottsbluff	1339	Hybrid HIPS	Medium	Full	2	11	21	PHP02 X PHN46	Hybrid	2022-11-10 10:34:00	25.22	17.8	58	320	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1340$ROW11$RANGE22$SYNGENTA NK0760-3111	Scottsbluff	1340	Hybrid HIPS	Medium	Full	2	11	22	SYNGENTA NK0760-3111	Hybrid	2022-11-10 10:33:24	26.16	19.7	55.5	319	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1296$ROW12$RANGE3$LH74 X PHN82	Scottsbluff	1296	Hybrid HIPS	Medium	Full	1	12	3	LH74 X PHN82	Hybrid	2022-11-10 10:16:55	18.28	20.8	56.2	294	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1297$ROW12$RANGE4$LH185 X LH82	Scottsbluff	1297	Hybrid HIPS	Medium	Full	1	12	4	LH185 X LH82	Hybrid	2022-11-10 10:17:28	18.82	21.5	58.1	295	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1298$ROW12$RANGE5$2369 X LH123HT	Scottsbluff	1298	Hybrid HIPS	Medium	Full	1	12	5	2369 X LH123HT	Hybrid	2022-11-10 10:18:09	24.71	21.6	54.6	296	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1299$ROW12$RANGE6$PHK56 X LH185	Scottsbluff	1299	Hybrid HIPS	Medium	Full	1	12	6	PHK56 X LH185	Hybrid	2022-11-10 10:19:13	26.03	20.2	54.3	297	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1300$ROW12$RANGE7$B73 X PHZ51	Scottsbluff	1300	Hybrid HIPS	Medium	Full	1	12	7	B73 X PHZ51	Hybrid	2022-11-10 10:19:45	21.36	21.2	57.5	298	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1301$ROW12$RANGE8$B73 X 3IIH6	Scottsbluff	1301	Hybrid HIPS	Medium	Full	1	12	8	B73 X 3IIH6	Hybrid	2022-11-10 10:20:25	26.69	16.4	55.8	299	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1302$ROW12$RANGE9$2369 X PHP02	Scottsbluff	1302	Hybrid HIPS	Medium	Full	1	12	9	2369 X PHP02	Hybrid	2022-11-10 10:20:59	22.41	19.9	55.8	300	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1303$ROW12$RANGE10$PIONEER P0589 AMXT	Scottsbluff	1303	Hybrid HIPS	Medium	Full	1	12	10	PIONEER P0589 AMXT	Hybrid	2022-11-10 10:21:41	29.62	17.1	57.6	301	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1304$ROW12$RANGE11$PHT69 X 3IIH6	Scottsbluff	1304	Hybrid HIPS	Medium	Full	1	12	11	PHT69 X 3IIH6	Hybrid	2022-11-10 10:22:18	20.11	14.4	57.5	302	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1305$ROW12$RANGE12$PHB47 X LH185	Scottsbluff	1305	Hybrid HIPS	Medium	Full	1	12	12	PHB47 X LH185	Hybrid	2022-11-10 10:22:53	24.7	18.8	56.1	303	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1306$ROW12$RANGE13$B14A X MO17	Scottsbluff	1306	Hybrid HIPS	Medium	Full	1	12	13	B14A X MO17	Hybrid	2022-11-10 10:23:26	21.95	22.1	50.8	304	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1307$ROW12$RANGE14$PHW52 X LH185	Scottsbluff	1307	Hybrid HIPS	Medium	Full	1	12	14	PHW52 X LH185	Hybrid	2022-11-10 10:23:57	24.85	21.8	55.2	305	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1308$ROW12$RANGE15$PHP02 X W606S	Scottsbluff	1308	Hybrid HIPS	Medium	Full	2	12	15	PHP02 X W606S	Hybrid	2022-11-10 10:24:38	26.03	21.5	56.2	306	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1309$ROW12$RANGE16$PHK76 X 3IIH6	Scottsbluff	1309	Hybrid HIPS	Medium	Full	2	12	16	PHK76 X 3IIH6	Hybrid	2022-11-10 10:25:10	18.06	16.2	60.4	307	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1310$ROW12$RANGE17$PHP02 X PHB47	Scottsbluff	1310	Hybrid HIPS	Medium	Full	2	12	17	PHP02 X PHB47	Hybrid	2022-11-10 10:25:44	24.55	19.2	56.8	308	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1311$ROW12$RANGE18$HOEGEMEYER 7089 AMXT	Scottsbluff	1311	Hybrid HIPS	Medium	Full	2	12	18	HOEGEMEYER 7089 AMXT	Hybrid	2022-11-10 10:26:18	24.53	17	59	309	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1312$ROW12$RANGE19$PHK76 X W606S	Scottsbluff	1312	Hybrid HIPS	Medium	Full	2	12	19	PHK76 X W606S	Hybrid	2022-11-10 10:26:49	20.15	20.8	59.7	310	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1313$ROW12$RANGE20$B84 X 3IIH6	Scottsbluff	1313	Hybrid HIPS	Medium	Full	2	12	20	B84 X 3IIH6	Hybrid	2022-11-10 10:27:24	22.65	16.7	55.4	311	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1314$ROW12$RANGE21$2FACC X 3IIH6	Scottsbluff	1314	Hybrid HIPS	Medium	Full	2	12	21	2FACC X 3IIH6	Hybrid	2022-11-10 10:27:59	22.19	13.3	55.6	312	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1315$ROW12$RANGE22$PHB47 X LH185	Scottsbluff	1315	Hybrid HIPS	Medium	Full	2	12	22	PHB47 X LH185	Hybrid	2022-11-10 10:28:35	19.1	19.3	56.2	313	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1316$ROW12$RANGE23$LH74 X PHM49	Scottsbluff	1316	Hybrid HIPS	Medium	Full	2	12	23	LH74 X PHM49	Hybrid	2022-11-10 10:29:13	25.26	20.7	57.6	314	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1317$ROW12$RANGE24$PHK56 X LH185	Scottsbluff	1317	Hybrid HIPS	Medium	Full	2	12	24	PHK56 X LH185	Hybrid	2022-11-10 10:29:47	25.24	19.7	55.9	315	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1318$ROW12$RANGE25$PHK56 X 3IIH6	Scottsbluff	1318	Hybrid HIPS	Medium	Full	2	12	25	PHK56 X 3IIH6	Hybrid	2022-11-10 10:30:20	19.93	15.9	57.1	316	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1319$ROW12$RANGE26$B37 X MO17	Scottsbluff	1319	Hybrid HIPS	Medium	Full	2	12	26	B37 X MO17	Hybrid	2022-11-10 10:30:59	16.59	24	52.9	317	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1320$ROW12$RANGE27$PHP02 X PHK56	Scottsbluff	1320	Hybrid HIPS	Medium	Full	2	12	27	PHP02 X PHK56	Hybrid	2022-11-10 10:31:32	22.26	18.7	57.6	318	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1271$ROW13$RANGE3$PHP02 X LH82	Scottsbluff	1271	Hybrid HIPS	Medium	Full	1	13	3	PHP02 X LH82	Hybrid	2022-11-09 15:16:13	19.86	17.8	54.7	293	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1272$ROW13$RANGE4$PHK76 X LH82	Scottsbluff	1272	Hybrid HIPS	Medium	Full	1	13	4	PHK76 X LH82	Hybrid	2022-11-09 15:15:30	20.5	18.1	59.4	292	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1273$ROW13$RANGE5$PIONEER 1311 AMXT	Scottsbluff	1273	Hybrid HIPS	Medium	Full	1	13	5	PIONEER 1311 AMXT	Hybrid	2022-11-09 15:14:58	24.28	19.5	53.7	291	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1274$ROW13$RANGE6$4N506 X 3IIH6	Scottsbluff	1274	Hybrid HIPS	Medium	Full	1	13	6	4N506 X 3IIH6	Hybrid	2022-11-09 15:14:25	22.51	14.8	55.4	290	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1275$ROW13$RANGE7$LH195 X LH185	Scottsbluff	1275	Hybrid HIPS	Medium	Full	1	13	7	LH195 X LH185	Hybrid	2022-11-09 15:13:46	29.33	20.5	52.1	289	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1276$ROW13$RANGE8$B73 X PHN82	Scottsbluff	1276	Hybrid HIPS	Medium	Full	1	13	8	B73 X PHN82	Hybrid	2022-11-09 15:13:08	30.17	21.9	54.8	288	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1277$ROW13$RANGE9$LH198 X PHB47	Scottsbluff	1277	Hybrid HIPS	Medium	Full	1	13	9	LH198 X PHB47	Hybrid	2022-11-09 15:12:29	24.59	19.8	55.8	287	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1278$ROW13$RANGE10$LH123HT X 3IIH6	Scottsbluff	1278	Hybrid HIPS	Medium	Full	1	13	10	LH123HT X 3IIH6	Hybrid	2022-11-09 15:11:56	23.19	17.5	56.2	286	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1279$ROW13$RANGE11$PHK56 X W606S	Scottsbluff	1279	Hybrid HIPS	Medium	Full	1	13	11	PHK56 X W606S	Hybrid	2022-11-09 15:11:24	26.71	17.4	56.6	285	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1280$ROW13$RANGE12$PHP02 X PHK56	Scottsbluff	1280	Hybrid HIPS	Medium	Full	1	13	12	PHP02 X PHK56	Hybrid	2022-11-09 15:10:43	25.17	18.8	54.1	284	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1281$ROW13$RANGE13$F42 X OH43	Scottsbluff	1281	Hybrid HIPS	Medium	Full	1	13	13	F42 X OH43	Hybrid	2022-11-09 15:10:12	27.51	23.1	53.1	283	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1282$ROW13$RANGE14$PHK56 X PHJ89	Scottsbluff	1282	Hybrid HIPS	Medium	Full	1	13	14	PHK56 X PHJ89	Hybrid	2022-11-09 15:09:31	23.28	18.2	56.9	282	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1283$ROW13$RANGE15$PHP02 X LH145	Scottsbluff	1283	Hybrid HIPS	Medium	Full	2	13	15	PHP02 X LH145	Hybrid	2022-11-09 15:08:56	21.88	16.6	57.3	281	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1284$ROW13$RANGE16$PHK56 X W606S	Scottsbluff	1284	Hybrid HIPS	Medium	Full	2	13	16	PHK56 X W606S	Hybrid	2022-11-09 15:08:26	20.81	17.6	58.3	280	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1285$ROW13$RANGE17$PHK76 X LH145	Scottsbluff	1285	Hybrid HIPS	Medium	Full	2	13	17	PHK76 X LH145	Hybrid	2022-11-09 15:07:55	21.48	17.4	55.9	279	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1286$ROW13$RANGE18$B105 X 3IIH6	Scottsbluff	1286	Hybrid HIPS	Medium	Full	2	13	18	B105 X 3IIH6	Hybrid	2022-11-09 15:07:20	21.74	18.7	53	278	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1287$ROW13$RANGE19$PHJ40 X LH82	Scottsbluff	1287	Hybrid HIPS	Medium	Full	2	13	19	PHJ40 X LH82	Hybrid	2022-11-09 15:06:49	23.09	18.5	58.8	277	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1288$ROW13$RANGE20$LH74 X PHN82	Scottsbluff	1288	Hybrid HIPS	Medium	Full	2	13	20	LH74 X PHN82	Hybrid	2022-11-09 15:06:16	21.08	19.1	58.3	276	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1289$ROW13$RANGE21$PHK56 X LH82	Scottsbluff	1289	Hybrid HIPS	Medium	Full	2	13	21	PHK56 X LH82	Hybrid	2022-11-09 15:05:41	23.58	17.6	56.5	275	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1290$ROW13$RANGE22$PHB47 X 3IIH6	Scottsbluff	1290	Hybrid HIPS	Medium	Full	2	13	22	PHB47 X 3IIH6	Hybrid	2022-11-09 15:05:09	22.3	15.7	56.6	274	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1291$ROW13$RANGE23$LH82 X PHB47	Scottsbluff	1291	Hybrid HIPS	Medium	Full	2	13	23	LH82 X PHB47	Hybrid	2022-11-09 15:04:37	21.27	19.4	55.4	273	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1292$ROW13$RANGE24$SYNGENTA NK0760-3111	Scottsbluff	1292	Hybrid HIPS	Medium	Full	2	13	24	SYNGENTA NK0760-3111	Hybrid	2022-11-09 15:04:04	30.56	18.3	54.1	272	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1293$ROW13$RANGE25$2369 X LH123HT	Scottsbluff	1293	Hybrid HIPS	Medium	Full	2	13	25	2369 X LH123HT	Hybrid	2022-11-09 15:03:27	23.5	21.7	52.9	271	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1294$ROW13$RANGE26$B37 X OH43	Scottsbluff	1294	Hybrid HIPS	Medium	Full	2	13	26	B37 X OH43	Hybrid	2022-11-09 15:02:53	20.9	25.4	50	270	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1295$ROW13$RANGE27$PHB47 X PHJ89	Scottsbluff	1295	Hybrid HIPS	Medium	Full	2	13	27	PHB47 X PHJ89	Hybrid	2022-11-09 15:02:17	25.03	16.9	57	269	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1246$ROW14$RANGE3$PHN46 X W606S	Scottsbluff	1246	Hybrid HIPS	Medium	Full	1	14	3	PHN46 X W606S	Hybrid	2022-11-09 14:46:49	18.99	19.3	56	244	NA
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1247$ROW14$RANGE4$B105 X 3IIH6	Scottsbluff	1247	Hybrid HIPS	Medium	Full	1	14	4	B105 X 3IIH6	Hybrid	2022-11-09 14:47:32	14.51	16.7	52.8	245	NA
