qrCode,year,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,pedigreeID,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes
22-A-1594931,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,23,2,58,56,1594931,TZI25,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,111,159,5074,13.199,NA,3.197,2.445,NA,9.3,85,23.706,6.55,13.55,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x -set asside;x -set asside;;
22-A-1594932,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,32,2,50,55,1594932,T8,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,68,159,7059,17.813,NA,4.145,2.354,NA,14,408,26.265,84.58,22.625,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;Cob broke in pieces;Cob broke in pieces;;x -set asside;x - collect data; but alyze team may need to assess photos;;;;;;
22-A-1594933,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,31,2,55,56,1594933,MO45,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,93,141,6838,NA,NA,4.059,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;
22-A-1594934,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,32,2,57,56,1594934,MS71,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,59,127,7059,9.017,NA,3.276,1.989,NA,13.6,115,21.54,16.28,8.525,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;x -set asside;;
22-A-1594935,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,22,2,49,55,1594935,PA91,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,77,154,4853,15.792,NA,4.221,2.506,NA,15.7,365,28.482,82.76,21.24,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594936,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,34,2,59,55,1594936,4676A,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,75,136,7500,13.26,NA,3.71,2.682,NA,14,242,25.88,48.77,13.933,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;;;;
22-A-1594937,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,28,2,59,54,1594937,CML103,1716094,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,52,76,6176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;x -set asside;x -set asside;x -set asside;x -set asside;;
22-A-1594938,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,11,2,55,55,1594938,CML281,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,108,179,2426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;
22-A-1594939,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,31,2,54,54,1594939,CML333,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,123,184,6838,9.345,NA,3.062,2.403,NA,10.7,122,20.393,12.9,12,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;;;;
22-A-1594940,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,13,2,59,56,1594940,D940Y,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,59,134,2868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;
22-A-1594941,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,25,2,53,54,1594941,M37W,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,58,102,5515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;x -set asside;;
22-A-1594942,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,28,2,51,57,1594942,NC294,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,100,190,6176,18.481,NA,4.239,2.75,NA,14.8,424,33.771,115.77,27.533,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;Seed missing on either side of ear at widest point;;;;x -set asside;x -set asside;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594943,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,7,2,51,54,1594943,SC55,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,90,169,1544,NA,NA,3.949,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;Seed missing on either side of ear at widest point;x -set asside;x -set asside;x -set asside;x -set asside;x - collect data; but alyze team may need to assess photos;;
22-A-1594944,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,32,2,58,55,1594944,OS420,1716095,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,76,142,7059,14.57,NA,3.857,2.188,NA,13.5,366,29.659,90.25,18.45,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;x - collect data; but alyze team may need to assess photos;;;x -set asside;x -set asside;;
22-A-1594945,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,27,2,53,55,1594945,LH213,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,73,154,5956,12.943,NA,3.853,2.439,NA,15.2,307,21.642,53.42,12.98,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594946,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,31,2,52,57,1594946,NC250,1716202,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,87,176,6838,13.896,NA,3.816,2.415,NA,13,221,28.931,41.93,22.067,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594947,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,20,2,54,56,1594947,CML254,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,102,189,4412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;
22-A-1594948,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,14,2,59,57,1594948,CML277,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,96,158,3088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;;
22-A-1594949,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,31,2,55,57,1594949,LH150,1716203,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,83,152,6838,13.473,NA,3.708,2.734,NA,16,143,33.147,28.3,19.1,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;x - collect data; but alyze team may need to assess photos;x -set asside;;
22-A-1594950,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,37,2,55,54,1594950,5707,1716092,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,102,160,8162,16.227,NA,3.586,2.363,NA,12.7,336,22.35,58.96,16.14,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;
22-A-1594951,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,33,2,56,56,1594951,NC300,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,72,118,7279,NA,NA,2.448,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;x - collect data; but alyze team may need to assess photos;;
22-A-1594952,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,28,2,51,55,1594952,KI14,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,99,168,6176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;
22-A-1594953,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,32,2,54,57,1594953,CML69,1716099,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,61,134,7059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;x -set asside;;
22-A-1594954,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,29,2,57,57,1594954,NC258,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,53,114,6397,7.842,NA,3.239,2.516,NA,14,88,16.136,6.8,7.4,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;x -set asside;x -set asside;;
22-A-1594955,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,30,2,56,57,1594955,LH123HT,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,77,165,6618,13.384,NA,4.045,2.391,NA,12.3,296,29.479,66.82,20.38,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;;;;
22-A-1594956,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,33,2,56,55,1594956,TZI11,1716215,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,104,166,7279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;x -set asside;x -set asside;x -set asside;;
22-A-1594957,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,28,2,54,55,1594957,A661,1716203,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,60,126,6176,8.026,NA,3.03,2.163,NA,10.5,97,22.68,12.4,9.6,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;x - collect data; but alyze team may need to assess photos;;x -set asside;x -set asside;x -set asside;;
22-A-1594958,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,19,2,50,57,1594958,B73,1715457,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,85,174,4191,12.086,NA,4.508,2.767,NA,17,298,27.305,61.24,20.06,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,Check;;;;;;;x - collect data; but alyze team may need to assess photos;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594959,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,30,2,58,57,1594959,B73,1715457,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,88,159,6618,10.901,NA,3.647,2.806,NA,16.7,87,21.747,4.02,14.88,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,Check;;;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;;
22-A-1594960,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,30,2,52,56,1594960,B73,1715457,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,93,174,6618,12.3,NA,4.571,2.704,NA,17,270,25.471,47.78,20.92,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,Check;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594961,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,35,2,56,54,1594961,B73,1715457,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,91,163,7721,12.209,NA,4.208,2.586,NA,17,218,26.159,39.12,17.98,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,Check;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;
22-A-1594962,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,30,2,52,54,1594962,B73,1715457,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,84,151,6618,9.988,NA,4.015,2.552,NA,15.8,186,23.323,30.44,12.96,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,Check;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;;;
22-A-1594963,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,34,2,56,59,1594963,38-11,1715853,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,77,139,7500,NA,NA,2.973,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;x - collect data; but alyze team may need to assess photos;;
22-A-1594964,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,30,2,48,58,1594964,CML92,1715852,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,107,198,6618,16.119,NA,4.44,2.677,NA,15.3,400,30.395,96.64,24.86,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594965,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,23,2,59,59,1594965,CI.7,1715850,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,108,196,5074,13.191,NA,3.419,2.925,NA,14.7,123,24.228,11.88,17.917,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594966,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,29,2,51,58,1594966,4226,1715845,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,100,194,6397,15.268,NA,4.051,2.477,NA,14,401,28.455,89.26,24.94,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;
22-A-1594967,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,35,2,51,59,1594967,A441-5,1715870,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,122,176,7721,12.674,NA,4.105,2.763,NA,14,290,27.265,60,19,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;x - collect data; but alyze team may need to assess photos;;
22-A-1594968,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,28,2,50,58,1594968,CML10,1715868,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,153,229,6176,NA,NA,4.927,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;;;
22-A-1594969,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,32,2,57,58,1594969,CML321,1715854,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,90,174,7059,NA,NA,2.89,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;x - collect data; but alyze team may need to assess photos;x -set asside;x -set asside;x -set asside;;
22-A-1594970,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,26,2,49,59,1594970,KY226,1715851,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,82,150,5735,12.592,NA,4.012,2.605,NA,14.3,269,24.784,45.32,21.28,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;;;
22-A-1594971,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,33,2,47,58,1594971,SG18,1715847,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,118,174,7279,16.456,NA,3.809,2.407,NA,15,414,25.01,85.18,18.32,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;
22-A-1594972,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,29,2,56,58,1594972,R109B,1715857,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,88,168,6397,15.507,NA,3.972,2.149,NA,16,448,26.927,100.52,20.08,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;;;;
22-A-1594973,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,32,2,54,58,1594973,CML52,1715856,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,96,189,7059,NA,NA,2.947,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;x - collect data; but alyze team may need to assess photos;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;;
22-A-1594974,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,10,2,47,57,1594974,CML287,1715871,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,112,216,2206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;;
22-A-1594975,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,28,2,48,57,1594975,B75,1715863,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,100,182,6176,16.615,NA,4.347,2.607,NA,16.2,426,26.908,93.6,21.1,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;
22-A-1594976,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,21,2,47,60,1594976,TX601,1715841,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,121,212,4632,19.159,NA,4.192,2.42,NA,13,538,35.335,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;x -set asside;x - collect data; but alyze team may need to assess photos;;
22-A-1594977,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,22,2,53,59,1594977,CML261,1715849,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,4853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;
22-A-1594978,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,20,2,47,59,1594978,CML331,1715860,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,123,201,4412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;;
22-A-1594979,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,31,2,58,58,1594979,NC318,1715865,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,80,142,6838,11.682,NA,3.06,2.032,NA,12.8,159,23.162,29.4,7.5,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;;;;
22-A-1594980,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,24,2,50,59,1594980,L317,1715867,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,107,161,5294,17.412,NA,4.758,2.715,NA,14,412,30.631,98.3,27.9,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;x -set asside;x -set asside;x -set asside;x -set asside;;;;
22-A-1594981,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,32,2,49,58,1594981,TZI18,1715843,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,105,184,7059,13.1,NA,4.056,2.632,NA,11.7,218,24.261,32.96,19.84,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;;;;;
22-A-1594982,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,32,2,54,59,1594982,KUI2021,1715846,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,118,199,7059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;x -set asside;x -set asside;;
22-A-1594983,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,30,2,57,59,1594983,L578,1715869,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,119,188,6618,NA,NA,4.322,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;x -set asside;x -set asside;;
22-A-1594984,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,28,2,53,58,1594984,A641,1715842,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,59,111,6176,10.035,NA,3.109,2.037,NA,13,126,19.777,16.74,8.06,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594985,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,25,2,59,58,1594985,TX303,1715858,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,101,154,5515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;x -set asside;x -set asside;;
22-A-1594986,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,31,2,55,59,1594986,F2834T,1715844,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,66,131,6838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;
22-A-1594987,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,23,2,52,58,1594987,NC33,1715861,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,104,199,5074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;x -set asside;;
22-A-1594988,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,30,2,52,59,1594988,PHR36,1715872,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,74,142,6618,11.867,NA,3.353,2.162,NA,13,186,23.706,32.58,11.52,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,;;;;;;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594989,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,33,2,58,59,1594989,B73,1715457,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,93,169,7279,12.572,NA,4.017,2.796,NA,15.8,227,23.632,35.52,18.18,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,Check;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;;;
22-A-1594990,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,34,2,55,58,1594990,B73,1715457,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,93,171,7500,10.873,NA,3.951,2.454,NA,16,182,26.162,33.6,14.1,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,Check;;;;;;;x - collect data; but alyze team may need to assess photos;;;;;;;
22-A-1594991,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,31,2,48,59,1594991,B73,1715457,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,100,184,6838,13.523,NA,4.684,2.832,NA,17.8,421,26.481,86.6,24.8,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,Check;;;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594992,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,25,2,58,60,1594992,MO17,1715648,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,91,174,5515,12.499,NA,3.906,2.812,NA,16.7,199,21.974,24.58,19.02,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,was intended to be AK-29 but had to replace with filler due to seed amounts;;;;;;;x - collect data; but alyze team may need to assess photos;;;;;;;
22-A-1594993,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,30,2,52,60,1594993,MO17,1715648,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,69,136,6618,12.324,NA,4.05,2.438,NA,15.7,240,23.83,41.84,15.36,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,was intended to be AK-32 but had to replace with filler due to seed amounts;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594994,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,18,2,51,60,1594994,MO17,1715648,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,78,166,3971,13.314,NA,4.198,2.696,NA,16.3,291,24.191,47.48,22.82,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,was intended to be AK-33 but had to replace with filler due to seed amounts;;;;;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
22-A-1594995,2022,Ames,Ames B1,0,Medium,150,LC_2232,7.5,28,2,49,60,1594995,MO17,1715648,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,74,134,6176,12.179,NA,4.336,2.629,NA,16.5,404,24.48,78.82,20.08,NA,NA,NA,NA,NA,NA,NA,NA,10/23/2022,was intended to be AK-50 but had to replace with filler due to seed amounts;;;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;
