qr	loc	plot	field	nLvl	irrigation	rep	row	range	genotype	population	anthesisDate	silkDate	notes	leafDimHtNotes	leafDimHtDate	earHt	flagLeafHt	tasselTipHt	harvestDate	combineYield	combineMoisture	combineTestWt	harvestSeq	combineNotes	earFillLen	earWidth	shelledCobLen	shelledCobWidth	shelledCobWt	kernelsPerEar	kernelMass	kernelColor	kernelStriping	kernelsPerRow	kernelRows	hundredKernelWt	moistureCorrectedStarch	moistureCorrectedProtein	moistureCorrectedOil	moistureCorrectedFiber	moistureCorrectedAsh	pctMoistureNIR	latitude	longitude	yieldPerAc	plantDensity	pctRootLodge	pctStalkLodge	plantDate	totalStandCt	block	plotLen	daysToAnthesis	daysToSilk	moistureCorrectedKernelMass	moistureCorrectedHundredKernelWt	earLen	earWt	lbsNPerAc	ASI
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1231$ROW15$RANGE13$LH82 X W606S	Scottsbluff	1281	Hybrid HIPS	Medium	Full	1	15	13	F42 X OH43	Hybrid	2022-08-09	2022-08-14	NA	NA	NA	86.36	165.1	215.9	2022-11-09 15:10:12	27.51	23.1	53.1	283	NA	13.6	3.9	14.5	2.8	17.5	398.8	105	yellow	N	28.8	16.5	NA	70.28	8.83	4.06	1.29	1.28	0.09	NA	NA	173.104175147929	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	82	87	115.384615384615	28.5714285714286	NA	NA	150	5
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1263$ROW14$RANGE20$LH195 X PHZ51	Scottsbluff	1263	Hybrid HIPS	Medium	Full	2	14	20	LH195 X PHZ51	Hybrid	2022-08-11	2022-08-15	NA	NA	NA	99.06	195.58	251.46	2022-11-09 14:57:09	21.09	19.2	56.3	261	NA	12.9	4.4	14.6	3	24	394	110.2	yellow	N	28.2	15.5	NA	72.17	6.88	3.8	1.16	1.32	0.08	NA	NA	139.437167878276	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	84	88	119.782608695652	29.5652173913043	NA	NA	150	4
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1124$ROW22$RANGE26$PHK56 X W606S	Scottsbluff	1414	Hybrid HIPS	High	Full	2	22	26	B73 X PHN82	Hybrid	2022-08-01	2022-08-05	NA	NA	NA	60.96	210.82	223.52	2022-11-10 11:38:30	22.72	19.7	56.2	412	NA	16.4	5	17.6	3.2	30	678.8	191.3	yellow	N	40.8	16.5	NA	72.01	8.65	3.47	1.14	1.25	0.09	NA	NA	149.284419949281	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	74	78	210.21978021978	30.8791208791209	NA	NA	225	4
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1228$ROW15$RANGE10$PHN46 X PHB47	Scottsbluff	1278	Hybrid HIPS	Medium	Full	1	15	10	LH123HT X 3IIH6	Hybrid	2022-08-05	2022-08-09	NA	NA	NA	78.74	203.2	254	2022-11-09 15:11:56	23.19	17.5	56.2	286	NA	14.2	3.4	15.8	2.4	19.9	481.2	115.7	yellow	N	33.2	16	NA	71.84	8.88	3.84	1.52	1.24	0.08	NA	NA	156.54720202874	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	78	82	125.760869565217	24.5652173913043	NA	NA	150	4
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1057$ROW24$RANGE9$PHK76 X 3IIH6	Scottsbluff	1447	Hybrid HIPS	High	Full	1	24	9	PHP02 X PHJ89	Hybrid	2022-08-02	2022-08-05	NA	NA	NA	50.8	154.94	190.5	2022-11-10 12:03:23	NA	NA	NA	445	One row	16.4	4.4	17.6	3	22.4	496.2	152.2	yellow	N	39.5	13.5	NA	71.07	8.76	3.48	1.2	1.27	0.09	NA	NA	NA	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	75	78	167.252747252747	33.4065934065934	NA	NA	225	3
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1085$ROW23$RANGE12$2369 X PHP02	Scottsbluff	1425	Hybrid HIPS	High	Full	1	23	12	PHP02 X PHB47	Hybrid	2022-08-02	2022-08-05	NA	NA	NA	73.66	167.64	215.9	2022-11-10 11:49:56	24.48	19.3	55.5	429	NA	17	4	19.9	2.5	20.4	550.8	178.4	yellow	N	41.8	13	NA	70.23	8.84	3.38	1.38	1.22	0.08	NA	NA	161.649944885883	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	75	78	193.913043478261	35.5434782608696	NA	NA	225	3
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1080$ROW23$RANGE7$LH195 X LH123HT	Scottsbluff	1420	Hybrid HIPS	High	Full	1	23	7	PHW52 X PHN82	Hybrid	2022-08-01	2022-08-04	NA	NA	NA	76.2	182.88	233.68	2022-11-10 11:53:37	26.84	22.3	53.7	434	NA	15	4.4	17	2.8	22.5	542	158.3	yellow	N	34.5	15.5	NA	71.77	8.14	4.46	0.69	1.21	0.09	NA	NA	170.645226035503	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	74	77	173.956043956044	32.3076923076923	NA	NA	225	3
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1267$ROW14$RANGE24$F42 X MO17	Scottsbluff	1267	Hybrid HIPS	Medium	Full	2	14	24	F42 X MO17	Hybrid	2022-08-05	2022-08-09	NA	NA	NA	91.44	200.66	246.38	2022-11-09 14:59:18	21.19	19.9	52.3	265	NA	16	4.8	17.8	3.1	25.2	530.8	153.6	yellow	N	40.2	14.5	NA	71.67	7.4	3.97	1.87	1.32	0.11	NA	NA	138.884597802198	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	78	82	172.584269662921	31.9101123595506	NA	NA	150	4
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1120$ROW22$RANGE22$PHK56 X LH198	Scottsbluff	1410	Hybrid HIPS	High	Full	2	22	22	LH74 X PHM49	Hybrid	2022-07-31	2022-08-04	NA	NA	NA	68.58	175.26	223.52	2022-11-10 11:35:56	26.89	19.3	58.2	408	NA	16	4.5	17.1	3	21.4	494.5	153.6	yellow	N	39.2	13	NA	71.08	8.08	3.58	1.36	1.26	0.09	NA	NA	177.564012172443	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	73	77	168.791208791209	37.8021978021978	NA	NA	225	4
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1056$ROW24$RANGE8$LH195 X PHZ51	Scottsbluff	1446	Hybrid HIPS	High	Full	1	24	8	LH185 X LH82	Hybrid	2022-08-02	2022-08-05	NA	NA	NA	43.18	109.22	154.94	2022-11-10 12:02:43	NA	NA	NA	444	One row	16.1	4.8	16.9	3	18.9	486	175.6	yellow	N	38.5	16	NA	71.29	7.61	3.52	1.09	1.26	0.09	NA	NA	NA	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	75	78	192.967032967033	33.6263736263736	NA	NA	225	3
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1083$ROW23$RANGE10$B14A X MO17	Scottsbluff	1423	Hybrid HIPS	High	Full	1	23	10	LH123HT X PHB47	Hybrid	2022-08-04	2022-08-07	NA	NA	NA	96.52	193.04	241.3	2022-11-10 11:51:41	20.34	21	51.4	431	NA	16.2	4	17.2	2.4	26.9	577.2	162.1	yellow	N	42.2	14.5	NA	70.5	8.92	3.48	1.63	1.13	0.09	NA	NA	131.482711749789	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	77	80	178.131868131868	31.3186813186813	NA	NA	225	3
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1053$ROW24$RANGE5$LH195 X LH185	Scottsbluff	1443	Hybrid HIPS	High	Full	1	24	5	PHW52 X PHZ51	Hybrid	2022-08-02	2022-08-05	NA	NA	NA	76.2	200.66	254	2022-11-10 12:00:32	NA	NA	NA	441	One row	18.6	4.1	20.8	2.8	30.8	604.2	203	yellow	N	43.8	14	NA	72.61	8.01	3.59	1.09	1.31	0.09	NA	NA	NA	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	75	78	223.076923076923	37.8021978021978	NA	NA	225	3
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1266$ROW14$RANGE23$LH82 X W606S	Scottsbluff	1266	Hybrid HIPS	Medium	Full	2	14	23	LH82 X W606S	Hybrid	2022-08-09	2022-08-13	NA	NA	NA	66.04	180.34	226.06	2022-11-09 14:58:44	22.94	20.1	56.3	264	NA	15.1	4.5	15.9	3.4	20.6	567.2	128.1	orange	N	32.2	18.8	NA	71.83	7.06	4.05	0.97	1.22	0.1	NA	NA	149.979121555368	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	82	86	142.333333333333	24.1111111111111	NA	NA	150	4
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1280$ROW13$RANGE12$PHP02 X PHK56	Scottsbluff	1230	Hybrid HIPS	Medium	Full	1	13	12	PHP02 X PHN46	Hybrid	2022-07-28	2022-08-02	NA	NA	NA	68.58	170.18	213.36	2022-11-09 14:38:51	23.36	17.2	55.2	234	NA	16.2	3.5	15.6	2.2	20.9	502	151.2	yellow	N	37.5	14.5	NA	71.92	7.75	3.65	1.33	1.29	0.09	NA	NA	158.268245477599	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	70	75	166.153846153846	32.8571428571429	NA	NA	150	5
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1086$ROW23$RANGE13$PHK56 X PHJ89	Scottsbluff	1426	Hybrid HIPS	High	Full	1	23	13	PHB47 X PHK56	Hybrid	2022-08-03	2022-08-06	NA	NA	NA	81.28	177.8	233.68	2022-11-10 11:49:23	25.77	18.2	57.4	428	NA	15.8	4.1	16.2	2.5	22.2	585.2	162.8	yellow	N	40.8	15	NA	71.6	8.17	3.87	1.08	1.13	0.08	NA	NA	172.487780896027	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	76	79	176.95652173913	29.3478260869565	NA	NA	225	3
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1337$ROW11$RANGE19$PHK76 X LH198	Scottsbluff	1187	Hybrid HIPS	Medium	Full	2	11	19	4N506 X 3IIH6	Hybrid	2022-08-01	2022-08-05	NA	NA	NA	104.14	187.96	243.84	2022-11-09 14:00:00	15.05	13.4	55.9	177	NA	15.1	4.5	17.2	3	19.9	539.2	134.6	yellow	N	32.5	17	NA	72.43	7.04	4.23	1.83	1.49	0.09	NA	NA	106.646106508876	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	74	78	147.912087912088	26.4835164835165	NA	NA	150	4
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1306$ROW12$RANGE13$B14A X MO17	Scottsbluff	1206	Hybrid HIPS	Medium	Full	1	12	13	N209 X 3IIH6	Hybrid	2022-08-07	2022-08-11	NA	NA	NA	93.98	185.42	243.84	2022-11-09 14:19:54	22.83	15.1	54.1	204	NA	16	5.3	16.5	3.1	24.2	549.8	169.2	yellow	N	35.2	17.5	NA	71.64	7.95	3.8	2.34	1.58	0.09	NA	NA	158.600376669484	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	80	84	185.934065934066	34.2857142857143	NA	NA	150	4
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1012$ROW26$RANGE14$PHP02 X PHK56	Scottsbluff	1502	Hybrid HIPS	High	Full	1	26	14	SYNGENTA NK0760-3111	Hybrid	2022-07-31	2022-08-02	NA	NA	NA	68.58	165.1	205.74	2022-11-10 12:44:08	27.03	18.4	54.2	500	NA	14	4.1	13.4	2.8	16.3	447	127.9	yellow	N	32.5	14.5	NA	71.18	8.64	3.72	2.26	1.56	0.11	NA	NA	180.479058664412	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	73	75	143.707865168539	31.7977528089888	NA	NA	225	2
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1327$ROW11$RANGE9$PHP02 X PHK76	Scottsbluff	1177	Hybrid HIPS	Medium	Full	1	11	9	PHK76 X LH198	Hybrid	2022-08-05	2022-08-09	NA	NA	NA	91.44	162.56	215.9	2022-11-09 14:06:43	20.95	20.2	58.3	187	NA	13.5	4.4	14.5	3	18.9	407.5	121.6	yellow	N	31.2	13	NA	73.23	7.18	3.78	1.24	1.24	0.11	NA	NA	136.797301775148	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	78	82	136.629213483146	32.1348314606742	NA	NA	150	4
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1001$ROW26$RANGE3$LH82 X W606S	Scottsbluff	1491	Hybrid HIPS	High	Full	1	26	3	PHB47 X 3IIH6	Hybrid	2022-07-28	2022-07-31	NA	NA	NA	76.2	198.12	251.46	2022-11-10 12:36:10	27.7	15.1	55.2	489	NA	17.1	4.5	19.2	2.5	20.1	545	154.1	yellow	N	38	15	NA	70.78	8.02	3.71	1.74	1.36	0.1	NA	NA	192.432344885883	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	70	73	171.222222222222	32.5555555555556	NA	NA	225	3
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1052$ROW24$RANGE4$PHN46 X W606S	Scottsbluff	1442	Hybrid HIPS	High	Full	1	24	4	PHP02 X PHG47	Hybrid	2022-08-01	2022-08-04	NA	NA	NA	60.96	182.88	241.3	2022-11-10 11:59:45	NA	NA	NA	440	One row	15.6	4.1	17.8	2.5	18.5	519.5	149.4	yellow	N	37.2	15	NA	70.87	8.38	4.13	0.99	1.21	0.08	NA	NA	NA	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	74	77	162.391304347826	31.7391304347826	NA	NA	225	3
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP2$PLOT1042$ROW25$RANGE19$PHG39 X PHN82	Scottsbluff	1482	Hybrid HIPS	High	Full	2	25	19	2369 X PHP02	Hybrid	2022-07-26	2022-07-30	NA	NA	NA	83.82	147.32	190.5	2022-11-10 12:21:50	23.77	19	56.2	472	NA	17.5	4.5	18	3.1	25.2	529.5	164.9	yellow	N	38.2	14.8	NA	69.31	8.81	3.96	1.27	1.33	0.08	NA	NA	157.545068469992	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	68	72	179.239130434783	33.5869565217391	NA	NA	225	4
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1332$ROW11$RANGE14$SYNGENTA NK0760-3111	Scottsbluff	1182	Hybrid HIPS	Medium	Full	1	11	14	PHW52 X PHM49	Hybrid	2022-08-09	2022-08-14	NA	NA	NA	83.82	177.8	226.06	2022-11-09 14:03:13	18.36	22.7	52.8	182	NA	15.9	4.4	14.2	2.8	19.8	536.8	147.4	orange	N	36	15.5	NA	73	7.73	4.14	0.85	1.26	0.1	NA	NA	116.129560777684	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	82	87	163.777777777778	29.4444444444444	NA	NA	150	5
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1323$ROW11$RANGE5$LH195 X PHZ51	Scottsbluff	1173	Hybrid HIPS	Medium	Full	1	11	5	HOEGEMEYER 8065RR	Hybrid	2022-07-25	2022-07-30	NA	NA	NA	73.66	185.42	294.64	2022-11-09 14:09:26	23.89	21	54.8	191	NA	13.9	4.1	15.9	2.8	15.8	495.8	153.9	yellow	N	34.8	15.5	NA	71.72	7.43	3.65	1.12	1.29	0.1	NA	NA	154.430775993238	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	67	72	171	34.2222222222222	NA	NA	150	5
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1338$ROW11$RANGE20$LH195 X LH123HT	Scottsbluff	1188	Hybrid HIPS	Medium	Full	2	11	20	WF9 X H95	Hybrid	2022-08-10	2022-08-14	NA	NA	NA	101.6	210.82	259.08	2022-11-09 13:59:23	14.42	17.5	55.7	176	NA	14.4	4.2	16.9	2.9	22.4	604.5	112	yellow	N	37.2	17.8	NA	70.26	7.46	3.74	1.58	1.34	0.1	NA	NA	97.3441420118343	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	83	87	124.444444444444	19.8888888888889	NA	NA	150	4
SCOTTSBLUFF$HYBRID-HIPS - HIGH NITROGEN$REP2$PLOT1385$ROW6$RANGE22$PHB47 X 3IIH6	Scottsbluff	1145	Hybrid HIPS	Low	Full	2	6	22	PHB47 X 3IIH6	Hybrid	2022-07-23	2022-07-27	NA	NA	NA	83.82	226.06	248.92	2022-11-09 13:21:45	18.56	15.3	56.5	130	NA	15.6	4.1	18.1	3	18.2	571.5	138.2	yellow	N	35.5	16.5	NA	68.29	6.45	4.17	1.39	1.24	0.07	NA	NA	128.632880473373	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	65	69	148.602150537634	24.4086021505376	NA	NA	75	4
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1278$ROW13$RANGE10$LH123HT X 3IIH6	Scottsbluff	1228	Hybrid HIPS	Medium	Full	1	13	10	PHN46 X PHB47	Hybrid	2022-07-29	2022-08-04	NA	NA	NA	71.12	182.88	233.68	2022-11-09 14:39:56	24.61	17.8	54.4	236	NA	14	3.6	14.2	2.4	20.8	426.8	144	orange	N	34.5	13.5	NA	72.6	7.46	3.3	1.25	1.17	0.08	NA	NA	165.528981910397	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	71	77	156.521739130435	36.0869565217391	NA	NA	150	6
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1003$ROW26$RANGE5$SYNGENTA NK0760-3111	Scottsbluff	1493	Hybrid HIPS	High	Full	1	26	5	HOEGEMEYER 7089 AMXT	Hybrid	2022-08-01	2022-08-04	NA	NA	NA	71.12	187.96	236.22	2022-11-10 12:37:23	30.72	16.9	56.8	491	NA	18	4.8	18.8	2.8	26.1	632.2	209	yellow	N	37	18.8	NA	72.99	8.08	4.87	0.83	1.4	0.11	NA	NA	208.887690278952	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	74	77	234.831460674157	36.0674157303371	NA	NA	225	3
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1331$ROW11$RANGE13$SYNGENTA NK0760-3111	Scottsbluff	1181	Hybrid HIPS	Medium	Full	1	11	13	LH195 X LH123HT	Hybrid	2022-08-06	2022-08-10	NA	NA	NA	76.2	198.12	254	2022-11-09 14:03:54	18.99	24.5	51.7	183	NA	15.5	4	17	2.5	24.2	576	130.4	yellow	N	38	15.2	NA	71.29	7.41	4.12	1.77	1.32	0.11	NA	NA	117.317426880811	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	79	83	146.516853932584	26.4044943820225	NA	NA	150	4
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1333$ROW11$RANGE15$LH185 X W606S	Scottsbluff	1183	Hybrid HIPS	Medium	Full	2	11	15	PHN46 X PHK56	Hybrid	2022-08-01	2022-08-06	NA	NA	NA	78.74	160.02	203.2	2022-11-09 14:02:33	11.45	14.6	55.8	181	NA	16.5	4.8	18.6	3	24.4	642.2	175.9	yellow	N	42.5	15	NA	72.23	7.22	3.44	1.85	1.43	0.09	NA	NA	80.0117869822485	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	74	79	193.296703296703	29.6703296703297	NA	NA	150	5
SCOTTSBLUFF$HYBRID-HIPS - FILL NITROGEN$REPL$PLOTFILL$ROW11$RANGE27$FILL	Scottsbluff	1195	Hybrid HIPS	Medium	Full	NA	11	27	2369 X PHZ51	Hybrid	2022-08-12	2022-08-16	NA	NA	NA	139.7	218.44	266.7	NA	NA	NA	NA	NA	Grain tank	16.2	4.5	17.6	3.2	28.4	484.5	146.9	yellow	N	34.5	15	NA	71.24	7.23	3.18	1.44	1.31	0.09	NA	NA	NA	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	85	89	161.428571428571	31.6483516483516	NA	NA	150	4
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1317$ROW12$RANGE24$PHK56 X LH185	Scottsbluff	1217	Hybrid HIPS	Medium	Full	2	12	24	PHK56 X LH145	Hybrid	2022-07-27	2022-08-01	NA	NA	NA	78.74	195.58	251.46	2022-11-09 14:26:25	19.64	13.8	58.3	215	NA	15	4.8	16.1	2.9	22.3	539.8	125.8	yellow	N	36.8	16	NA	72.33	7.92	3.61	1.76	1.32	0.07	NA	NA	138.528573457312	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	69	74	135.268817204301	22.7956989247312	NA	NA	150	5
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1035$ROW25$RANGE12$LH123HT X 3IIH6	Scottsbluff	1475	Hybrid HIPS	High	Full	1	25	12	PIONEER 1311 AMXT	Hybrid	2022-08-03	2022-08-06	NA	NA	NA	71.12	180.34	233.68	2022-11-10 12:26:15	30.69	20.7	51.8	479	NA	15.2	5.1	18.1	3.4	20.8	590.5	174.7	yellow	N	33	18.5	NA	70.49	8.45	3.87	1.54	1.43	0.1	NA	NA	199.141002197802	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	76	79	194.111111111111	34.2222222222222	NA	NA	225	3
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1328$ROW11$RANGE10$SYNGENTA NK0760-3111	Scottsbluff	1178	Hybrid HIPS	Medium	Full	1	11	10	LH145 X LH162	Hybrid	2022-07-24	2022-07-28	NA	NA	NA	76.2	149.86	195.58	2022-11-09 14:06:03	15.6	14	62	186	NA	14.8	3.6	16.1	2.5	16.3	428.2	105	yellow	Y	34.5	13	NA	67.97	10.59	4.05	1.07	1.3	0.09	NA	NA	109.777582417582	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	66	70	115.384615384615	26.1538461538462	NA	NA	150	4
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1279$ROW13$RANGE11$PHK56 X W606S	Scottsbluff	1229	Hybrid HIPS	Medium	Full	1	13	11	PHB47 X 3IIH6	Hybrid	2022-07-25	2022-07-30	NA	NA	NA	68.58	170.18	223.52	2022-11-09 14:39:23	23.93	15.5	56.8	235	NA	16.8	3.9	16.1	2.6	21	590.8	155.2	yellow	N	38.5	16.5	NA	71.39	7.84	3.69	1.59	1.31	0.08	NA	NA	165.458857142857	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	67	72	168.695652173913	28.695652173913	NA	NA	150	5
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1011$ROW26$RANGE13$WF9 X H95	Scottsbluff	1501	Hybrid HIPS	High	Full	1	26	13	SYNGENTA NK0760-3111	Hybrid	2022-08-01	2022-08-04	NA	NA	NA	66.04	185.42	231.14	2022-11-10 12:43:25	32.77	18.3	53.4	499	NA	17.6	4.5	16.9	2.8	25.4	613.8	187.6	yellow	N	41	16	NA	70.74	7.25	3.44	2.41	1.58	0.11	NA	NA	219.073128655959	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	74	77	210.786516853933	34.9438202247191	NA	NA	225	3
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1289$ROW13$RANGE21$PHK56 X LH82	Scottsbluff	1239	Hybrid HIPS	Medium	Full	2	13	21	LH195 X LH185	Hybrid	2022-08-05	2022-08-09	NA	NA	NA	66.04	177.8	226.06	2022-11-09 14:32:17	26.4	18.8	54.5	225	NA	15.5	3.6	15.9	2.6	21	532	142.2	yellow	N	39.2	14	NA	73.2	5.95	3.41	2.05	1.37	0.08	NA	NA	175.408473372781	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	78	82	154.565217391304	29.2391304347826	NA	NA	150	4
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1005$ROW26$RANGE7$LH74 X PHN82	Scottsbluff	1495	Hybrid HIPS	High	Full	1	26	7	LH74 X PHN82	Hybrid	2022-07-31	2022-08-02	NA	NA	NA	66.04	162.56	208.28	2022-11-10 12:38:47	28.99	20.5	55.5	493	NA	16.5	4.6	18	2.6	27.5	579.8	199	yellow	N	39.8	15.5	NA	70.03	8.54	4.51	1.05	1.31	0.11	NA	NA	188.584483516483	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	73	75	223.595505617978	38.314606741573	NA	NA	225	2
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1219$ROW16$RANGE26$F42 X OH43	Scottsbluff	1319	Hybrid HIPS	Medium	Full	2	16	26	B37 X MO17	Hybrid	2022-07-26	2022-07-31	NA	NA	NA	111.76	205.74	248.92	2022-11-10 10:30:59	16.59	24	52.9	317	NA	18.5	4.4	17.9	3	29.1	529.8	152.1	yellow	N	45.2	13.5	NA	69.54	8.03	3.78	1.53	1.1	0.09	NA	NA	103.169325443787	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	68	73	167.142857142857	31.4285714285714	NA	NA	150	5
SCOTTSBLUFF$HYBRID-HIPS - FILL NITROGEN$REPL$PLOTFILL$ROW11$RANGE25$FILL	Scottsbluff	1193	Hybrid HIPS	Medium	Full	NA	11	25	PHP02 X LH185	Hybrid	2022-07-28	2022-08-02	NA	NA	NA	68.58	170.18	213.36	2022-11-09 13:55:43	18.08	18.8	53.7	171	NA	19.6	4.9	19.8	3.2	30.1	578.2	215.9	yellow	N	41.5	14.5	NA	69.78	8.37	4.28	1.99	1.33	0.1	NA	NA	120.128227218935	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	70	75	239.888888888889	41.2222222222222	NA	NA	150	5
SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1282$ROW13$RANGE14$PHK56 X PHJ89	Scottsbluff	1232	Hybrid HIPS	Medium	Full	1	13	14	SYNGENTA NK0760-3111	Hybrid	2022-08-10	2022-08-14	NA	NA	NA	83.82	187.96	236.22	2022-11-09 14:37:26	28.23	18.3	53.9	232	NA	15.4	3.6	15.6	2.8	20	576.8	144.4	yellow	N	38.8	16	NA	71.03	6.2	3.48	2.59	1.55	0.09	NA	NA	188.722441927303	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	83	87	158.681318681319	27.5824175824176	NA	NA	150	4
SCOTTSBLUFF$HYBRID-HIPS - LOW NITROGEN$REP1$PLOT1055$ROW24$RANGE7$LH74 X PHM49	Scottsbluff	1445	Hybrid HIPS	High	Full	1	24	7	HOEGEMEYER 8065RR	Hybrid	2022-08-03	2022-08-05	NA	NA	NA	58.42	132.08	167.64	2022-11-10 12:02:11	NA	NA	NA	443	One row	18.6	4.5	19.1	2.5	21.1	686.2	209.5	yellow	N	46.2	15	NA	72.41	8.48	3.49	1.37	1.27	0.08	NA	NA	NA	NA	NA	NA	2022-05-19 05:00:00	NA	NA	22.5	76	78	227.717391304348	34.8913043478261	NA	NA	225	2
