qr,plot,loc,field,nLvl,irrigation,rep,row,range,genotype,anthesisDate,anthesisCollector,silkingDate,silkingCollector,notes,leafLen1,leafWidth1,leafLen2,leafWidth2,earHt1,flagLeafHt1,plantHt1,earHt2,flagLeafHt2,plantHt2,leafDimHtCollector,leafDimHtDate,harvestDate,combineYield,combineMoisture,combineTestWt,harvestSeq,population,leafDimHtNotes,moistureCorrectedStarch,moistureCorrectedProtein,moistureCorrectedOil,moistureCorrectedFiber,moistureCorrectedAsh,looseKernelCt,looseKernelWt,totalMoisture,earDataCollector1,earPhenotypeNotes1,seedColor1,earWidth1,kernelFillLen1,kernelRows1,kernelsPerRow1,earWt1,totalKernelCt1,cobWidth1,cobLen1,cobWt1,hundredKernelWt1,greenAtHarvest1,earDataCollector2,earPhenotypeNotes2,seedColor2,earWidth2,kernelFillLen2,kernelRows2,kernelsPerRow2,earWt2,totalKernelCt2,cobWidth2,cobLen2,cobWt2,hundredKernelWt2,greenAtHarvest2,earDataCollector3,earPhenotypeNotes3,seedColor3,earWidth3,kernelFillLen3,kernelRows3,kernelsPerRow3,earWt3,totalKernelCt3,cobWidth3,cobLen3,cobWt3,hundredKernelWt3,greenAtHarvest3,earDataCollector4,earPhenotypeNotes4,seedColor4,earWidth4,kernelFillLen4,kernelRows4,kernelsPerRow4,earWt4,totalKernelCt4,cobWidth4,cobLen4,cobWt4,hundredKernelWt4,greenAtHarvest4,combineNotes
North Platte$HIPS - Full Irrigation - Medium Nitrogen$Rep2$Plot352$Row16$Range23$LH82 x W606S,352,North Platte1,Hybrid HIPS,Medium,Full,2,16,23,LH82 X W606S,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,71.85,9.28,4.6,0.34,0.91,NA,NA,NA,CH,NA,Red,4.5,16.5,20,35,205.43,614,3,16.5,26.19,29.15,NA,CH,NA,Red,4,14.5,18,28,150.75,521,3,18,19.29,25.59,NA,CH,NA,Red,4.5,15,18,31,157.63,466,3,17.5,19.68,28.91,NA,CH,NA,Red,4,15.5,16,34,163.67,494,2.5,17.5,18.71,28.83,NA,NA
North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot368$Row16$Range25$LH195 x 3IIH6,368,North Platte1,Hybrid HIPS,High,Full,2,16,25,LH195 X 3IIH6,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,69.13,8.19,3.65,1.09,1.19,NA,NA,NA,LL,NA,Yellow,4.5,18,18,39,222.3,692,3,19.5,24.9,29.9,NA,LL,NA,Yellow,5,17.5,18,45,224.5,747,3,19,22.8,27.7,NA,LL,NA,Yellow,4.5,15.5,18,35,163.4,560,3,18,17.5,26,NA,LL,NA,Yellow,4.5,18,16,40,174.7,580,2.5,18.5,19.7,24.7,NA,NA
North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot384$Row16$Range26$PHK76 x LH82,384,North Platte1,Hybrid HIPS,High,Full,2,16,26,PHK76 X LH82,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,71.32,9.58,4.2,0.78,0.98,155,42.23,4.17,CH,NA,Orange,4,15,16,15,182.62,15,2.5,17,22.12,29.14,FALSE,CH,NA,Orange,3.5,17.5,16,17.5,144.62,17.5,2.5,17.5,20.26,29.69,FALSE,CH,NA,Orange,4,14.5,16,14.5,147.38,14.5,2.5,16,20.49,25.98,FALSE,CH,NA,Orange,4,15,14,15,166.96,15,2.5,15.5,20.72,32.41,FALSE,NA
North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot400$Row16$Range27$PHP02 x PHN46,400,North Platte1,Hybrid HIPS,High,Full,2,16,27,PHP02 X PHN46,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,70.17,9.43,3.06,0.81,0.93,144,38.23,4.48,ND,EK/LM,Yellow,4,16,18,16,197.37,16,2.5,18,27.93,36.23,FALSE,ND,LM,Yellow,4,14,16,14,176.57,14,2.5,15.5,23.88,32.55,FALSE,ND,LM,Yellow,4,16.5,16,16.5,200.1,16.5,2.5,17.5,22.63,34.59,FALSE,ND,LM,Yellow,4,17,14,17,189.26,17,2.5,17,25.63,34.36,FALSE,NA
North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot416$Row16$Range28$2369 x 3IIH6,416,North Platte1,Hybrid HIPS,High,Full,2,16,28,2369 X 3IIH6,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,69.77,7.88,4.03,0.61,1.01,67,22.26,4.71,ND,LM,Yellow,4.5,15,18,15,194.66,15,2.5,17,21.18,30.3,FALSE,ND,LM,Yellow,4.5,14.5,18,14.5,171.12,14.5,2.5,16.5,19.99,26.84,FALSE,ND,LM,Yellow,4,15,18,15,163.93,15,2.5,16.5,15.7,26.39,FALSE,ND,LM,Yellow,4,15.5,18,15.5,210.6,15.5,2.5,17.5,23.35,30.21,FALSE,NA
North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot432$Row16$Range29$LH198 x PHB47,432,North Platte1,Hybrid HIPS,High,Full,2,16,29,LH198 X PHB47,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,71.26,10.2,3.86,0.71,0.84,30,10,4.58,AI,NA,Yellow,4.5,15,14,15,173.5,15,2.5,15.5,23.1,31.7,FALSE,AI,NA,Yellow,4.5,15.5,14,15.5,188.3,15.5,3,16.5,24.6,31.8,FALSE,AI,NA,Yellow,4.5,15.5,14,15.5,166.5,15.5,3,16,23.3,30.2,FALSE,AI,NA,Yellow,4.5,13.5,14,13.5,139.6,13.5,2.5,15,20,28,FALSE,NA
North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot448$Row16$Range30$WF9 x H95,448,North Platte1,Hybrid HIPS,High,Full,2,16,30,WF9 X H95,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,68.76,11.29,4.52,1.13,1.05,NA,NA,NA,LL,NA,Yellow,4,15,18,34,125.2,503,2.5,14.5,18.18,21.25,NA,LL,NA,Yellow,4.5,16.5,19,43,147.53,635,2.5,17.5,23.47,21.12,NA,LL,NA,Yellow,4.5,13,17,28,138.23,433,3,13.5,23.18,24.87,NA,LL,NA,Yellow,4.5,14,16,34,140.12,461,3,14.5,20.99,25.43,NA,NA
North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot464$Row16$Range31$B37 x H95,464,North Platte1,Hybrid HIPS,High,Full,2,16,31,B37 X H95,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,70.47,10.23,3.9,0.83,0.72,25,7.06,4.02,IS,aborted,Yellow,4.5,14.5,16,14.5,166.98,14.5,3,16.5,29.9,24.46,FALSE,IS,aborted,Yellow,4,16,16,16,175.46,16,2.5,16,27.66,24.51,FALSE,IS,NA,Yellow,4.5,14,18,14,176.24,14,3,14,28.89,24.08,FALSE,IS,NA,Yellow,4,14.5,18,14.5,172.45,14.5,3,14.5,27.52,24.21,FALSE,NA
North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot480$Row16$Range32$PHP02 x PHB47,480,North Platte1,Hybrid HIPS,High,Full,2,16,32,PHP02 X PHB47,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,66.43,11.13,3.73,1.37,1.12,129,31.4,4.57,IS,aborted,Yellow,4.5,16,16,16,165.23,16,3,19,21.6,30.57,FALSE,IS,aborted,Yellow,4.5,14,16,14,162.09,14,3,16.5,22.57,29.34,FALSE,IS,aborted,Yellow,4.5,14,16,14,148.56,14,3,17,20.54,29.27,FALSE,IS,aborted,Yellow,4.5,14,16,14,159.06,14,3,15,21.5,34.26,FALSE,NA
North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot496$Row16$Range33$PHN46 x W606S,496,North Platte1,Hybrid HIPS,High,Full,2,16,33,PHN46 X W606S,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,73.09,8.32,3.62,0.04,0.81,51,18.3,4.96,LL,NA,Yellow,4.5,12.5,16,12.5,141.5,12.5,3,15.5,20.3,31,FALSE,LL,NA,Yellow,4.5,12.5,15,12.5,152.3,12.5,3,14.5,18.4,33.7,FALSE,LL,NA,Yellow,4.5,16.5,14,16.5,213.2,16.5,3,19,31.1,33.3,FALSE,LL,NA,Yellow,4.5,13.5,14,13.5,168.1,13.5,3,16.5,22.9,32.3,FALSE,NA
North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot512$Row16$Range34$Syngenta NK0760-3111,512,North Platte1,Hybrid HIPS,High,Full,2,16,34,SYNGENTA NK0760-3111,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,71.57,8.86,3.94,1.69,1.25,260,61.42,4.69,IS,aborted,Yellow,4.5,13.5,16,13.5,134.25,13.5,2.5,15.5,15.77,22.59,FALSE,IS,aborted,Yellow,4,15.5,14,15.5,163.21,15.5,2.5,15.5,17.84,26.09,FALSE,IS,aborted,Yellow,4,14.5,16,14.5,182.94,14.5,2.5,16.5,19.03,26.1,FALSE,IS,aborted,Yellow,4.5,16,14,16,188.32,16,2.5,17,22.4,27.7,FALSE,NA
North Platte$HIPS - Full Irrigation - High Nitrogen$Rep2$Plot528$Row16$Range35$Syngenta NK0760-3111,528,North Platte1,Hybrid HIPS,High,Full,2,16,35,SYNGENTA NK0760-3111,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,69.71,9.17,3.45,1.69,1.23,304,83.5,4.69,CC,LM,Yellow,4,14.5,14,14.5,172.4,14.5,2,14.5,18,30.6,FALSE,CC,LM,Yellow,4.5,17,14,17,205.2,17,2.5,18.5,28.5,36.5,FALSE,CC,LM,Yellow,4.5,17,16,17,213.2,17,2.5,18,24.2,31,FALSE,CC,LM,Yellow,4,16,16,16,153.4,16,2.5,18.5,21.5,31.1,FALSE,NA
North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot529$Row1$Range1$LH185 x LH82,529,North Platte2,Hybrid HIPS,Low,Partial,1,1,1,LH185 X LH82,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,71.77,9.65,4.41,0.42,1,50,7.85,5.46,IS,aborted,Yellow,4,15,14,15,130.31,15,3,17,15.07,26,FALSE,IS,aborted,Yellow,4,15.5,16,15.5,147.27,15.5,3,16.5,16.58,22.55,FALSE,IS,aborted,Yellow,4.5,17.5,14,17.5,151.24,17.5,3,18,18.84,25.66,FALSE,IS,aborted,Yellow,4,15.5,14,15.5,140.22,15.5,3,16.5,15.44,23.98,FALSE,NA
North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot545$Row1$Range2$LH82 x W606S,545,North Platte2,Hybrid HIPS,Low,Partial,1,1,2,LH82 X W606S,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,69.79,9.83,4.26,0.52,1.13,NA,NA,NA,LL,NA,Orange,3.5,14.5,17,25,104.76,463,2.5,16,14.97,19.94,NA,LL,NA,Orange,4,13.5,18,30,102.6,460,2.5,17,14.66,19.68,NA,LL,NA,Orange,4,14.5,18,31,120.49,548,2.5,16,15.92,19.77,NA,LL,NA,Orange,4,16,17,30,130.44,514,3,19,19.92,20.61,NA,NA
North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot561$Row1$Range3$PHK56 x PHJ89,561,North Platte2,Hybrid HIPS,Low,Partial,1,1,3,PHK56 X PHJ89,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,69.91,10.92,4.47,0.42,0.94,78,16.9,4.25,IS,aborted/ eaten,Yellow,4,12,15,12,90.74,12,3,13,16.69,24.91,FALSE,IS,aborted/ eaten,Yellow,4,10.5,18,10.5,94.72,10.5,3,12,15.94,24.07,FALSE,IS,aborted,Yellow,4,12.5,18,12.5,124.56,12.5,3,13.5,18.9,26.46,FALSE,IS,aborted,Yellow,4.5,13.5,16,13.5,156.9,13.5,3,15,24.54,25.31,FALSE,NA
North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot577$Row1$Range4$2369 x PHN82,577,North Platte2,Hybrid HIPS,Low,Partial,1,1,4,2369 X PHN82,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,70.94,8.85,3.68,0.39,0.87,NA,NA,NA,AI,NA,Yellow,4,14.5,16,35,150.2,500,3,16.5,17.6,25.6,NA,AI,NA,Yellow,4.5,15,16,36,156.3,532,3,16.5,18,24.5,NA,AI,NA,Yellow,4,15,14,40,152.8,523,3,16.5,16.8,25.7,NA,AI,NA,Yellow,4.5,13,18,28,141.9,469,3,15,18.8,27,NA,NA
North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot593$Row1$Range5$WF9 x H95,593,North Platte2,Hybrid HIPS,Low,Partial,1,1,5,WF9 X H95,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,66.98,13.58,4.86,1.25,1.11,NA,NA,NA,CH,NA,Yellow,3.5,13,18,32,104.48,519,2.5,13.5,12.59,17.29,NA,CH,NA,Yellow,4,11,16,25,100.71,324,2.5,12,16.89,25.18,NA,CH,NA,Yellow,3.5,11,16,29,96.33,307,2.5,12,14.72,26.47,NA,CH,NA,Yellow,4,11.5,18,30,82.51,291,2.5,12,12.09,22.58,NA,NA
North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot609$Row1$Range6$PHK56 x LH198,609,North Platte2,Hybrid HIPS,Low,Partial,1,1,6,PHK56 X LH198,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,68.96,10.1,3.62,0.74,0.92,80,23.47,4.24,IS,eaten,Yellow,4.5,12,16,12,116.55,12,2.5,12.5,15.91,29.96,FALSE,IS,NA,Yellow,4,12,16,12,124.48,12,2.5,12.5,15.49,25.29,FALSE,IS,NA,Yellow,4.5,11.5,15,11.5,136.76,11.5,2.5,12,15.91,30.68,FALSE,IS,NA,Yellow,4.5,12,16,12,136.19,12,2.5,12.5,14.77,28.16,FALSE,NA
North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot625$Row1$Range7$B73 x PHM49,625,North Platte2,Hybrid HIPS,Low,Partial,1,1,7,B73 X PHM49,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,69.86,10.88,3.98,1.1,0.93,NA,NA,NA,CH,NA,NA,4,11.5,18,24,69,354,2.5,14,13.3,16.1,NA,CH,NA,NA,4,13,14,25,130.2,398,2,14.5,16.6,28.6,NA,CH,NA,NA,4,12,16,28,138.5,402,2.5,14.5,18,30.1,NA,CH,NA,NA,4,9,18,21,88.8,303,2.5,11,13.2,25.5,NA,NA
North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot641$Row1$Range8$B14A x Mo17,641,North Platte2,Hybrid HIPS,Low,Partial,1,1,8,B14A X MO17,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,67.48,10.72,3.96,1.4,1.04,56,11.28,5.31,IS,aborted,Yellow,4,12.5,16,12.5,131.55,12.5,2.5,13.5,15.7,26.91,FALSE,IS,aborted,Yellow,3.5,12.5,14,12.5,112.83,12.5,2,13,13.36,27.79,FALSE,IS,aborted,Yellow,3.5,15,12,15,103.2,15,2.5,16.5,14.68,22.69,FALSE,IS,aborted,Yellow,4,16.5,14,16.5,163.4,16.5,2.5,18,19.49,24.48,FALSE,NA
North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot657$Row1$Range9$LH123HT x 3IIH6,657,North Platte2,Hybrid HIPS,Low,Partial,1,1,9,LH123HT X 3IIH6,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,69.01,10.71,3.73,1.13,1.02,NA,NA,NA,AI,NA,Yellow,4.5,19,16,39,177.4,538,3,19.5,26.9,27.9,NA,AI,NA,Yellow,4,15,16,33,123.8,491,3,16.5,18,22.2,NA,AI,NA,Yellow,4,16,16,33,135.7,449,3,17,18.7,27.1,NA,AI,NA,Yellow,4,15.5,18,30,132.7,467,3,17.5,18,25,NA,NA
North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot673$Row1$Range10$PHG39 x PHN82,673,North Platte2,Hybrid HIPS,Low,Partial,1,1,10,PHG39 X PHN82,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,70.47,9.91,4.22,0.56,0.98,26,6.69,4.88,IS,aborted,Yellow/Black,4,19.5,14,19.5,193.59,19.5,3,20.5,26.75,27.53,FALSE,IS,aborted,Yellow/Black,4,16.5,14,16.5,173.6,16.5,3,18,20.7,26.91,FALSE,IS,aborted,Yellow/Black,4,14,18,14,137.83,14,3,16.5,17.07,22.4,FALSE,IS,aborted,Yellow/Black,4,18,16,18,187.51,18,3,21,23.09,28.2,FALSE,NA
North Platte$HIPS - Partial Irrigation - Low Nitrogen$Rep1$Plot689$Row1$Range11$PHK56 x 3IIH6,689,North Platte2,Hybrid HIPS,Low,Partial,1,1,11,PHK56 X 3IIH6,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,67.29,9.33,3.47,1.16,1.08,NA,NA,NA,LL,NA,Yellow,4,17.5,14,33,128.32,403,2.5,18,16.33,28.8,NA,LL,NA,Yellow,4.5,13.5,16,29,116.48,352,2.5,14.5,16.29,30.23,NA,LL,NA,Yellow,4.5,14,16,32,124.28,462,2.5,15,15.64,24.86,NA,LL,NA,Yellow,4.5,14,14,30,128.38,403,2.5,15,15.96,28.98,NA,NA
North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot705$Row1$Range13$PHK76 x LH145,705,North Platte2,Hybrid HIPS,Medium,Partial,1,1,13,PHK76 X LH145,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,69.5,11.06,4.57,0.99,0.95,11,3.4,4.37,CH,NA,Orange,3.5,16.5,12,16.5,123.4,16.5,2,16.5,18,28.8,FALSE,CH,NA,Orange,3.5,10,16,10,89.5,10,2,14,17.6,27.8,FALSE,CH,NA,Orange,4.5,12.5,16,12.5,180,12.5,2.5,15,21.4,31.91,FALSE,CH,NA,Orange,3.5,15,14,15,118.7,15,2.5,16.5,18.5,26.2,FALSE,NA
North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot721$Row1$Range14$Pioneer P0589 AMX,721,North Platte2,Hybrid HIPS,Medium,Partial,1,1,14,PIONEER P0589 AMXT,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,70.17,10.33,3.45,0.59,0.92,308,76.8,4.8,AI,NA,Yellow,4,12,14,12,90.5,12,2.5,16.5,11.7,24,FALSE,AI,NA,Yellow,4.5,17.5,14,17.5,208,17.5,3.5,19.5,27,30.2,FALSE,AI,NA,Yellow,4.5,14.5,20,14.5,97.9,14.5,3,17.5,16.3,26.2,FALSE,AI,NA,Yellow,4,14,16,14,98,14,3,17.5,15.6,23.3,FALSE,NA
North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot737$Row1$Range15$PHJ40 x LH82,737,North Platte2,Hybrid HIPS,Medium,Partial,1,1,15,PHJ40 X LH82,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,70.72,11.46,4.52,0.85,1.03,NA,NA,NA,LL,NA,Yellow/Orange,4,13,16,23,93.86,354,2.5,15.5,14.29,23.83,NA,LL,NA,Yellow/Orange,4,11.5,16,28,111.37,385,3,15,15.63,26.06,NA,LL,NA,Yellow/Orange,4,14.5,14,33,118,461,3,17,16.35,23.42,NA,LL,NA,Yellow/Orange,4,13,16,24,106.92,386,3,17,15.94,23.5,NA,NA
North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot753$Row1$Range16$PHP02 x PHK76,753,North Platte2,Hybrid HIPS,Medium,Partial,1,1,16,PHP02 X PHK76,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,67.9,9.84,3.53,1.22,0.97,93,23.85,4.71,IS,aborted,Yellow,4.5,17,16,17,160.98,17,3,18.5,23.83,29.35,FALSE,IS,aborted,Yellow,4.5,16,14,16,140.35,16,3,17.5,20.12,31.46,FALSE,IS,aborted,Yellow,4.5,14.5,18,14.5,145.74,14.5,3.5,18,23.97,24.57,FALSE,IS,aborted,Yellow,4,17,14,17,159.79,17,3.5,18,22.42,27.84,FALSE,NA
North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot769$Row1$Range17$LH185 x W606S,769,North Platte2,Hybrid HIPS,Medium,Partial,1,1,17,LH185 X W606S,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,70.27,10.81,3.67,0.5,0.8,99,24.96,4.93,ND,LM,Orange,4.5,20.5,14,20.5,188.84,20.5,3,21.5,25.98,32.34,FALSE,ND,LM,Orange,3.5,17,16,17,115.39,17,2.5,18.5,17.32,25.93,FALSE,ND,LM,Orange,3.5,14.5,14,14.5,74.51,14.5,2.5,15,12.81,23.34,FALSE,ND,LM,Orange,3.5,15,16,15,102.61,15,2.5,16.5,13.94,22.15,FALSE,NA
North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot785$Row1$Range18$PHP02 x LH198,785,North Platte2,Hybrid HIPS,Medium,Partial,1,1,18,PHP02 X LH198,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,67.12,11.29,3.87,1.36,1.1,NA,NA,NA,C,NA,Yellow,4.5,13,16,31,176.4,491,2.5,14.5,24,31,NA,C,NA,Yellow,4.5,13.5,16,29,190.5,482,2.5,14.5,25.8,31.6,NA,C,NA,Yellow,4.5,11.5,16,25,147.2,377,2.5,14,21,34.2,NA,C,NA,Yellow,4,10,16,23,106.4,311,2.5,11.5,15.7,28.3,NA,NA
North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot801$Row1$Range19$PHK56 x LH82,801,North Platte2,Hybrid HIPS,Medium,Partial,1,1,19,PHK56 X LH82,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,69.48,9.72,3.63,1.04,1.05,NA,NA,NA,C,NA,Yellow,4.5,13.5,18,31,168.8,525,2.5,16,21.8,26.7,NA,C,NA,Yellow,4,11,18,25,143.1,436,2.5,16,20.7,25.7,NA,C,NA,Yellow,4,13.5,18,31,145.9,485,2.5,15,18.8,25.1,NA,C,NA,Yellow,4.5,13,20,35,160.7,518,2.5,15,21.5,26.5,NA,NA
North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot817$Row1$Range20$PHP02 x PHG47,817,North Platte2,Hybrid HIPS,Medium,Partial,1,1,20,PHP02 X PHG47,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,72.35,8.97,3.58,0.63,0.86,48,12.8,4.58,AI,NA,Yellow,4,16,16,16,167.4,16,3,18,18.8,28.3,FALSE,AI,NA,Yellow,4,15.5,16,15.5,150.3,15.5,3,17.5,17,27.5,FALSE,AI,NA,Yellow,4,13.5,16,13.5,123.1,13.5,2.5,17.5,15,25,FALSE,AI,NA,Yellow,4,15.5,16,15.5,136.4,15.5,3,18,15.4,25.2,FALSE,NA
North Platte$HIPS - Partial Irrigation - Medium Nitrogen$Rep1$Plot833$Row1$Range21$PHN46 x PHB47,833,North Platte2,Hybrid HIPS,Medium,Partial,1,1,21,PHN46 X PHB47,-Inf,NA,-Inf,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf,-Inf,-Inf,Hybrid,NA,71.39,8.97,3.19,1.14,0.86,NA,NA,NA,CH,NA,Yellow,4.5,15.5,14,37,160.4,491,2.5,17,18.9,30.2,NA,CH,NA,Yellow,4.5,16,14,37,186.8,458,2.5,18.5,24.3,34.2,NA,CH,NA,Yellow,4,18,14,39,204.8,537,2.5,18.5,22.8,32.9,NA,CH,NA,Yellow,4,15,14,31,151.4,387,2.5,17,20.7,34.2,NA,NA
