qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes
6208$ROW29$RANGE9$PHP02 X PHK56,Lincoln,Lincoln,0,High,225,,17.5,,6,29,9,6208,PHP02 X PHK56,2022-05-22,2022-07-17,2022-07-18,56,57,1,1268.08,1295.5,27.42,80,175,,6.55,60.3,12.5,62.6,13.8,13.1,4.1,2.8,33.8,15.5,416,19.5,85.3,13.5,4.98,65.49,10.73,4.41,1.42,1.21,yellow,,2022-10-10 11:56:14,
6209$ROW29$RANGE10$PHK56 X LH185,Lincoln,Lincoln,0,High,225,,17.5,,6,29,10,6209,PHK56 X LH185,2022-05-22,2022-07-21,2022-07-26,60,65,5,1370.73,1498.26,127.53,65,155,,3.4,31.08,13.1,61.7,16.8,16.4,4,2.4,35.5,14,410,28.1,117.9,24,5.09,64.7,11.02,3.8,2.05,0.98,yellow,,2022-10-10 12:17:11,
6210$ROW29$RANGE11$PHK76 X LH145,Lincoln,Lincoln,0,High,225,,17.5,,6,29,11,6210,PHK76 X LH145,2022-05-22,2022-07-18,2022-07-21,57,60,3,1295.5,1370.73,75.23,80,154,,4.01,36.79,12.8,62.3,14.5,12.4,3.4,2.6,30,13,325,16.1,50.2,12.5,5.36,67.73,12.56,3.98,0.89,0.91,orange,,2022-10-10 13:10:37,
6211$ROW29$RANGE12$PHP02 X W606S,Lincoln,Lincoln,0,High,225,,17.5,,6,29,12,6211,PHP02 X W606S,2022-05-22,2022-07-19,2022-07-19,58,58,0,1320.57,1320.57,0,79,170,,4.77,44.11,12.1,62.4,13.8,11,3.8,2.8,21.2,14.8,284,16.6,45.9,13.8,5.15,67.33,12.89,3.7,1.21,1.33,orange,,2022-10-10 13:29:02,
6212$ROW29$RANGE13$HOEGEMEYER 7089 AMXT,Lincoln,Lincoln,0,High,225,,17.5,,6,29,13,6212,HOEGEMEYER 7089 AMXT,2022-05-22,2022-07-19,2022-07-17,58,56,-2,1320.57,1268.08,-52.49,65,175,,8.82,81.56,12.1,62.4,16,13.9,4,2.8,33.2,15.5,464,19.8,90.1,15.1,4.97,70.68,10.14,4.22,0.76,1.1,yellow,,2022-10-10 13:35:28,
6213$ROW29$RANGE14$PHP02 X PHN46,Lincoln,Lincoln,0,High,225,,17.5,,6,29,14,6213,PHP02 X PHN46,2022-05-22,2022-07-18,2022-07-19,57,58,1,1295.5,1320.57,25.07,70,178,,5.31,49.22,11.9,62.6,14.2,12.4,4.1,3,29.5,16.5,434,19.5,82.6,17.2,4.93,66.22,11.38,3.79,1.47,1.23,yellow,,2022-10-10 13:52:32,
6214$ROW29$RANGE15$PHK76 X W606S,Lincoln,Lincoln,0,High,225,,17.5,,6,29,15,6214,PHK76 X W606S,2022-05-22,2022-07-19,2022-07-21,58,60,2,1320.57,1370.73,50.16,90,169,,5.47,50.64,12,62.4,17,15.5,3.6,2.5,35.8,14,424,22.2,93.1,20.3,5.34,70.56,10.31,4.4,0.55,0.94,red,,2022-10-10 13:58:41,
6215$ROW30$RANGE9$PHK56 X LH82,Lincoln,Lincoln,0,High,225,,17.5,,6,30,9,6215,PHK56 X LH82,2022-05-22,2022-07-19,2022-07-20,58,59,1,1320.57,1346.07,25.5,74,148,,6.94,63.74,12.7,62.7,13.4,12.8,3.6,2.4,30.8,18,456,15.5,69.6,11.6,4.83,66.81,11.5,4.31,0.94,1.15,yellow,,2022-10-10 11:55:50,
6216$ROW30$RANGE10$LH185 X LH82,Lincoln,Lincoln,0,High,225,,17.5,,6,30,10,6216,LH185 X LH82,2022-05-22,2022-07-19,2022-07-21,58,60,2,1320.57,1370.73,50.16,65,155,,5.5,50.75,12.3,62.3,15.8,13.9,4,2.9,34.2,16,488,17.9,85.6,14.9,5.05,66.3,11.96,4.23,0.97,1.24,orange,,2022-10-10 12:17:33,
6217$ROW30$RANGE11$PHP02 X LH198,Lincoln,Lincoln,0,High,225,,17.5,,6,30,11,6217,PHP02 X LH198,2022-05-22,2022-07-19,2022-07-20,58,59,1,1320.57,1346.07,25.5,90,170,,3.42,31.48,12.5,62.4,14.5,12.8,4,2.8,30.5,15.5,418,19.7,88.4,15.9,4.79,66.6,11.96,3.75,1.58,1.38,yellow,,2022-10-10 13:10:19,
6218$ROW30$RANGE12$PHK56 X LH145,Lincoln,Lincoln,0,High,225,,17.5,,6,30,12,6218,PHK56 X LH145,2022-05-22,2022-07-19,2022-07-20,58,59,1,1320.57,1346.07,25.5,80,165,,2.65,24.53,12,62.5,15,14,3.5,2.5,37,14.5,485,14.4,70.1,12.4,4.96,66.88,11.68,3.96,1.13,1.21,yellow,,2022-10-10 13:29:19,
6219$ROW30$RANGE13$PHK76 X 3IIH6,Lincoln,Lincoln,0,High,225,,17.5,,6,30,13,6219,PHK76 X 3IIH6,2022-05-22,2022-07-19,2022-07-19,58,58,0,1320.57,1320.57,0,80,150,,1.34,12.66,10.2,63.5,17.1,16.9,3.8,2.5,35,15,487,22.3,114.2,20.8,4.55,68.77,10.59,4.62,0.83,1.08,yellow,,2022-10-10 13:35:08,
6220$ROW30$RANGE14$PHP02 X LH82,Lincoln,Lincoln,0,High,225,,17.5,,6,30,14,6220,PHP02 X LH82,2022-05-22,2022-07-18,2022-07-20,57,59,2,1295.5,1346.07,50.57,64,140,,3.86,35.9,11.6,62.7,14.9,13.4,3.9,3,33.8,18.5,564,14.5,74.6,12.9,4.7,65.54,13.21,4.21,1.04,1.31,yellow,,2022-10-10 13:52:46,
6221$ROW30$RANGE15$PHP02 X PHK76,Lincoln,Lincoln,0,High,225,,17.5,,6,30,15,6221,PHP02 X PHK76,2022-05-22,2022-07-16,2022-07-19,55,58,3,1238.89,1320.57,81.67,65,170,,4.78,44.25,12,62.5,17.8,16.9,4,3,38.8,14,505,20.4,101.5,21.4,4.72,65.86,11.68,3.98,1.21,1.14,orange,,2022-10-10 13:58:27,
6222$ROW31$RANGE9$2369 X LH123HT,Lincoln,Lincoln,0,High,225,,17.5,,6,31,9,6222,2369 X LH123HT,2022-05-22,2022-07-24,2022-07-25,63,64,1,1451.51,1479.48,27.97,89,195,,0.39,4.02,,,,,,,,,,,,,,,,,,,,,2022-10-10 11:55:26,
6223$ROW31$RANGE10$F42 X MO17,Lincoln,Lincoln,0,High,225,,17.5,,6,31,10,6223,F42 X MO17,2022-05-22,2022-07-20,2022-07-28,59,67,8,1346.07,1550.01,203.94,101,175,,2.16,19.84,12.7,61.7,16.1,15.2,3.8,2.4,35.8,14.2,420,21.3,95.1,15,4.71,67.62,11.92,3.71,1.66,1.35,yellow,,2022-10-10 12:17:53,
6224$ROW31$RANGE11$2369 X PHZ51,Lincoln,Lincoln,0,High,225,,17.5,,6,31,11,6224,2369 X PHZ51,2022-05-22,2022-07-21,2022-07-23,60,62,2,1370.73,1422.27,51.54,90,181,,2.48,22.78,12.7,62.1,15.4,14,3.6,2.6,32,15,386,21.2,81.1,16.1,5.09,68.48,11.56,4.58,0.94,1.11,yellow,,2022-10-10 13:10:00,
6225$ROW31$RANGE12$SYNGENTA NK0760-3111,Lincoln,Lincoln,0,High,225,,17.5,,6,31,12,6225,SYNGENTA NK0760-3111,2022-05-22,2022-07-23,2022-07-22,62,61,-1,1422.27,1395.88,-26.39,84,167,,4.22,39.02,12.1,62.5,15.5,13.5,3.6,2.4,33.5,15.5,408,17.3,71.7,12.8,5.31,68.95,12.3,4.17,2.19,1.68,yellow,,2022-10-10 13:29:38,
6226$ROW31$RANGE13$2FACC X 3IIH6,Lincoln,Lincoln,0,High,225,,17.5,,6,31,13,6226,2FACC X 3IIH6,2022-05-22,2022-07-14,2022-07-16,53,55,2,1182.95,1238.89,55.94,75,170,,1.97,18.47,10.9,63.1,14.4,13.8,3.4,2.8,26.8,17,372,12.7,47,13.9,5.6,61.03,15.38,4.57,2.29,1.76,yellow,,2022-10-10 13:34:52,
6227$ROW31$RANGE14$PHW52 X PHZ51,Lincoln,Lincoln,0,High,225,,17.5,,6,31,14,6227,PHW52 X PHZ51,2022-05-22,2022-07-20,2022-07-20,59,59,0,1346.07,1346.07,0,85,185,,4.5,41.61,12.1,62.5,15.1,13.1,3.5,2.4,28.5,15,377,21.8,82.8,12.2,5.19,70.66,10.92,3.47,0.65,0.94,yellow,,2022-10-10 13:53:01,
6228$ROW31$RANGE15$PHP02 X PHB47,Lincoln,Lincoln,0,High,225,,17.5,,6,31,15,6228,PHP02 X PHB47,2022-05-22,2022-07-18,2022-07-19,57,58,1,1295.5,1320.57,25.07,80,170,,4.2,38.75,12.3,62.1,15,13,3.5,2.6,27.8,14,338,19.2,64.6,14.2,4.39,64.87,12.99,4.02,1.73,1.32,yellow,,2022-10-10 13:58:11,
6229$ROW32$RANGE9$B73 X PHN82,Lincoln,Lincoln,0,High,225,,17.5,,6,32,9,6229,B73 X PHN82,2022-05-22,2022-07-20,2022-07-23,59,62,3,1346.07,1422.27,76.2,101,190,,5.06,45.14,15.2,60.6,16.5,14.1,4.5,3.1,34.5,18.5,550,20.4,109.3,18.5,5.12,67.6,10.19,4.07,1.02,1.11,yellow,,2022-10-10 11:55:03,
6230$ROW32$RANGE10$B105 X 3IIH6,Lincoln,Lincoln,0,High,225,,17.5,,6,32,10,6230,B105 X 3IIH6,2022-05-22,2022-07-20,2022-07-23,59,62,3,1346.07,1422.27,76.2,75,170,,1.55,14.48,11.2,62.8,17.2,15.8,4,3,31.8,17.5,483,18,90.7,18.7,5.15,68.05,11.54,4.49,1.5,1.46,yellow,,2022-10-10 12:18:13,
6231$ROW32$RANGE11$PHB47 X PHJ89,Lincoln,Lincoln,0,High,225,,17.5,,6,32,11,6231,PHB47 X PHJ89,2022-05-22,2022-07-21,2022-07-25,60,64,4,1370.73,1479.48,108.75,84,170,,3.12,28.69,12.6,62.2,15.2,14,3.8,2.8,35,14,395,20.4,80.8,12.9,5.18,69.17,11.12,4.12,1.13,0.97,orange,,2022-10-10 13:09:42,
6232$ROW32$RANGE12$SYNGENTA NK0760-3111,Lincoln,Lincoln,0,High,225,,17.5,,6,32,12,6232,SYNGENTA NK0760-3111,2022-05-22,2022-07-22,2022-07-22,61,61,0,1395.88,1395.88,0,80,181,,4.39,40.5,12.3,62.3,16.9,14.5,4,2.8,35.2,15.5,518,17.2,88.2,15.2,5.77,70.47,11.04,4.27,2.15,1.61,yellow,,2022-10-10 13:29:51,
6233$ROW32$RANGE13$N209 X 3IIH6,Lincoln,Lincoln,0,High,225,,17.5,,6,32,13,6233,N209 X 3IIH6,2022-05-22,2022-07-19,2022-07-21,58,60,2,1320.57,1370.73,50.16,87,170,,4.06,37.84,11.4,63,14.1,11.5,3.4,2.4,18.2,17,256,17.3,43.8,11.2,4.69,64.86,13.16,4.54,1.11,1.27,yellow,,2022-10-10 13:34:32,
6234$ROW32$RANGE14$PHW52 X LH185,Lincoln,Lincoln,0,High,225,,17.5,,6,32,14,6234,PHW52 X LH185,2022-05-22,2022-07-21,2022-07-24,60,63,3,1370.73,1451.51,80.78,77,150,,3,27.71,12.2,62.3,12.6,11.5,3.5,2,23.5,13,244,22.3,53.5,9.7,5.07,68.39,11.32,4.47,1.13,1.05,yellow,,2022-10-10 13:53:18,
6235$ROW32$RANGE15$PHG39 X PHM49,Lincoln,Lincoln,0,High,225,,17.5,,6,32,15,6235,PHG39 X PHM49,2022-05-22,2022-07-23,2022-07-29,62,68,6,1422.27,1570.26,147.99,70,170,,4.34,38.76,15.1,59.9,14.1,12.8,3.4,2.1,28,15,358,23.4,82.6,11.2,4.95,69.03,10.24,4.05,1.56,0.96,yellow,,2022-10-10 13:57:55,
6236$ROW33$RANGE9$PHW52 X PHM49,Lincoln,Lincoln,0,High,225,,17.5,,6,33,9,6236,PHW52 X PHM49,2022-05-22,2022-07-21,2022-07-26,60,65,5,1370.73,1498.26,127.53,80,172,,3.67,32.47,15.9,60.1,11.8,11.2,3.1,1.6,25.2,13.5,236,24.6,59.8,8.1,5.19,68.26,11.32,3.48,1.43,0.9,yellow,,2022-10-10 11:54:42,
6237$ROW33$RANGE10$LH195 X LH185,Lincoln,Lincoln,0,High,225,,17.5,,6,33,10,6237,LH195 X LH185,2022-05-22,2022-07-24,2022-08-01,63,71,8,1451.51,1631.41,179.9,80,162,,1.54,14.29,11.8,62.2,15,13.5,4,2.4,32,15,354,24.1,85.2,13.1,5.53,68.18,11.22,4.47,1.39,1.09,yellow,,2022-10-10 12:18:30,
6238$ROW33$RANGE11$B73 X MO17,Lincoln,Lincoln,0,High,225,,17.5,,6,33,11,6238,B73 X MO17,2022-05-22,2022-07-24,2022-08-01,63,71,8,1451.51,1631.41,179.9,100,189,,1.07,10.03,10.9,62.4,13.6,12.5,3.4,2.4,28.2,14.5,343,18.6,66.1,9.8,5.36,66.16,11.73,4.21,1.6,1.3,yellow,,2022-10-10 13:09:21,
6239$ROW33$RANGE12$SYNGENTA NK0760-3111,Lincoln,Lincoln,0,High,225,,17.5,,6,33,12,6239,SYNGENTA NK0760-3111,2022-05-22,2022-07-23,2022-07-23,62,62,0,1422.27,1422.27,0,75,151,,2.27,20.94,12.3,62.2,15.6,14,3.8,2.2,36.8,15.5,449,18.6,83.8,12.7,5.75,69.94,10.46,4.01,2.11,1.54,yellow,,2022-10-10 13:30:09,
6240$ROW33$RANGE13$2369 X 3IIH6,Lincoln,Lincoln,0,High,225,,17.5,,6,33,13,6240,2369 X 3IIH6,2022-05-22,2022-07-18,2022-07-22,57,61,4,1295.5,1395.88,100.38,65,132,,0.93,8.98,8.2,64,13.2,12.4,3.5,2.2,29,17,346,15.4,64.3,12.1,5.59,70.15,10.86,4.07,1.57,1.43,yellow,,2022-10-10 13:34:15,
6241$ROW33$RANGE14$B84 X 3IIH6,Lincoln,Lincoln,0,High,225,,17.5,,6,33,14,6241,B84 X 3IIH6,2022-05-22,2022-07-22,2022-07-25,61,64,3,1395.88,1479.48,83.6,74,154,,0.93,8.94,8.6,63.7,11.5,9.5,2.2,1.5,18.5,13.5,178,11.8,24.2,5.9,5.12,68.35,14.05,4.42,0.84,1.44,yellow,,2022-10-10 13:53:34,
6242$ROW33$RANGE15$PHW52 X PHN82,Lincoln,Lincoln,0,High,225,,17.5,,6,33,15,6242,PHW52 X PHN82,2022-05-22,2022-07-21,2022-07-23,60,62,2,1370.73,1422.27,51.54,65,161,,5.51,50.37,13.1,61.7,16,13.6,4.2,2.8,30.8,15.5,430,23.6,102.5,15.3,5.94,70.27,10.83,4.24,0.75,1.04,yellow,,2022-10-10 13:57:37,
6243$ROW34$RANGE9$PHB47 X LH185,Lincoln,Lincoln,0,High,225,,17.5,,6,34,9,6243,PHB47 X LH185,2022-05-22,2022-07-20,2022-07-23,59,62,3,1346.07,1422.27,76.2,68,183,,2.86,26.18,13,62.3,16.4,14.4,3.5,2.2,33.5,12.5,340,25.1,90,20.4,5.31,62.79,11.97,4.1,2.4,1.09,yellow,,2022-10-10 11:54:20,
6244$ROW34$RANGE10$LH74 X PHM49,Lincoln,Lincoln,0,High,225,,17.5,,6,34,10,6244,LH74 X PHM49,2022-05-22,2022-07-23,2022-07-24,62,63,1,1422.27,1451.51,29.24,72,150,,0.89,8.59,8.3,64.2,17,13.8,3.8,3,32,14.5,438,19.9,88.9,15.8,4.95,68.39,11.77,4.45,1.39,0.98,yellow,,2022-10-10 12:18:49,
6245$ROW34$RANGE11$LH82 X PHB47,Lincoln,Lincoln,0,High,225,,17.5,,6,34,11,6245,LH82 X PHB47,2022-05-22,2022-07-19,2022-07-23,58,62,4,1320.57,1422.27,101.7,62,144,,0.48,4.89,3.2,,15.2,13.5,3,2.2,41,16,484,11,49.9,11.9,5.71,63.63,14.88,4.34,0.95,1.24,yellow,,2022-10-10 13:08:59,
6246$ROW34$RANGE12$SYNGENTA NK0760-3111,Lincoln,Lincoln,0,High,225,,17.5,,6,34,12,6246,SYNGENTA NK0760-3111,2022-05-22,2022-07-23,2022-07-23,62,62,0,1422.27,1422.27,0,71,176,,2.14,19.81,12,62.5,15.8,14.1,4,2.8,34.5,15,412,20.7,95,16.1,5.31,70.61,10.62,3.69,2.02,1.45,yellow,,2022-10-10 13:30:24,
6247$ROW34$RANGE13$B73 X PHZ51,Lincoln,Lincoln,0,High,225,,17.5,,6,34,13,6247,B73 X PHZ51,2022-05-22,2022-07-22,2022-07-24,61,63,2,1395.88,1451.51,55.63,85,164,,1.84,17,12.2,62.1,14.6,13.9,3.4,2.5,34.5,16.5,454,18.8,81.9,16.5,5.43,67.19,10.72,4.35,1.16,1.11,yellow,,2022-10-10 13:33:59,
6248$ROW34$RANGE14$B73 X PHM49,Lincoln,Lincoln,0,High,225,,17.5,,6,34,14,6248,B73 X PHM49,2022-05-22,2022-07-23,2022-07-29,62,68,6,1422.27,1570.26,147.99,79,170,,0.45,4.51,4.7,65.2,12,11.5,3.5,2.5,26,,228,20.5,47.5,9.7,5.24,67.4,11.52,3.88,1.65,0.9,yellow,,2022-10-10 13:53:50,
6249$ROW34$RANGE15$PHG39 X PHN82,Lincoln,Lincoln,0,High,225,,17.5,,6,34,15,6249,PHG39 X PHN82,2022-05-22,2022-07-23,2022-07-27,62,66,4,1422.27,1522.76,100.49,68,150,,5.65,51.42,13.5,61.4,15.2,13.6,3.6,2.5,30.5,15,374,22.4,84.1,12.5,5.17,69.23,11,4.12,1,0.94,yellow,,2022-10-10 13:57:08,
6250$ROW35$RANGE9$LH82 X PHJ89,Lincoln,Lincoln,0,High,225,,17.5,,6,35,9,6250,LH82 X PHJ89,2022-05-22,2022-07-17,2022-07-19,56,58,2,1268.08,1320.57,52.49,83,150,,4.34,39.95,12.5,62.7,14.4,13.2,2.9,2,33,17,456,16.1,74.6,11.6,5.39,67.39,12.68,4.39,0.64,1.22,yellow,,2022-10-10 11:53:58,
6251$ROW35$RANGE10$PHK56 X LH198,Lincoln,Lincoln,0,High,225,,17.5,,6,35,10,6251,PHK56 X LH198,2022-05-22,2022-07-19,2022-07-20,58,59,1,1320.57,1346.07,25.5,89,186,,1.42,13.27,11.2,62.7,12.6,12.4,3.5,1.9,32.5,16.2,386,19.7,78.3,13.2,5.14,65.79,12.2,4.01,1.56,1.1,yellow,,2022-10-10 12:19:20,
6252$ROW35$RANGE11$PHB47 X 3IIH6,Lincoln,Lincoln,0,High,225,,17.5,,6,35,11,6252,PHB47 X 3IIH6,2022-05-22,2022-07-20,2022-07-23,59,62,3,1346.07,1422.27,76.2,80,177,,1.34,12.57,10.8,63.3,16,14.8,3.5,2.8,32.5,18,497,18.4,97.7,19.8,4.66,63.43,12.3,4.38,1.52,1.32,yellow,,2022-10-10 13:08:35,
6253$ROW35$RANGE12$SYNGENTA NK0760-3111,Lincoln,Lincoln,0,High,225,,17.5,,6,35,12,6253,SYNGENTA NK0760-3111,2022-05-22,2022-07-22,2022-07-23,61,62,1,1395.88,1422.27,26.39,81,172,,2.69,24.9,12,62.6,15.8,14.5,3.4,1.8,36.2,15,414,20.7,92.7,16.1,5.4,70.34,10.68,3.81,2.49,1.58,yellow,,2022-10-10 13:30:40,
6254$ROW35$RANGE13$4N506 X 3IIH6,Lincoln,Lincoln,0,High,225,,17.5,,6,35,13,6254,4N506 X 3IIH6,2022-05-22,2022-07-21,2022-07-28,60,67,7,1370.73,1550.01,179.28,70,145,,0.92,8.97,7.3,64.5,,,,,,,,,,,,,,,,,,,2022-10-10 13:33:40,
6255$ROW35$RANGE14$LH123HT X 3IIH6,Lincoln,Lincoln,0,High,225,,17.5,,6,35,14,6255,LH123HT X 3IIH6,2022-05-22,2022-07-22,,61,,,1395.88,,,,,,0.17,1.78,,,,,,,,,,,,,,,,,,,,,2022-10-10 13:54:04,Stunting
6256$ROW35$RANGE15$LH145 X LH162,Lincoln,Lincoln,0,High,225,,17.5,,6,35,15,6256,LH145 X LH162,2022-05-22,2022-07-22,2022-07-24,61,63,2,1395.88,1451.51,55.63,55,143,,1.67,15.6,11.2,62.8,14.6,9.6,3,2,23.5,14,268,18.6,49.7,13,4.95,66.6,12.63,3.93,1.13,1.16,yellow,,2022-10-10 13:56:49,
6257$ROW36$RANGE9$PIONEER P0589 AMXT,Lincoln,Lincoln,0,High,225,,17.5,,6,36,9,6257,PIONEER P0589 AMXT,2022-05-22,2022-07-17,2022-07-17,56,56,0,1268.08,1268.08,0,83,188,,8.93,82.11,12.6,62.7,,,,,,,,,,,,,,,,,,,2022-10-10 11:53:32,
6258$ROW36$RANGE10$PHP02 X LH185,Lincoln,Lincoln,0,High,225,,17.5,,6,36,10,6258,PHP02 X LH185,2022-05-22,2022-07-19,2022-07-20,58,59,1,1320.57,1346.07,25.5,68,163,,1.62,15.07,11.6,62.8,,,,,,,,,,,,,,,,,,,2022-10-10 12:19:42,
6259$ROW36$RANGE11$2369 X PHN82,Lincoln,Lincoln,0,High,225,,17.5,,6,36,11,6259,2369 X PHN82,2022-05-22,2022-07-20,2022-07-24,59,63,4,1346.07,1451.51,105.44,70,155,,2.32,21.43,12.2,62.6,,,,,,,,,,,,,,,,,,,2022-10-10 13:08:15,
6260$ROW36$RANGE12$LH195 X PHM49,Lincoln,Lincoln,0,High,225,,17.5,,6,36,12,6260,LH195 X PHM49,2022-05-22,2022-07-26,2022-07-30,65,69,4,1498.26,1587.76,89.5,60,138,,0.85,8.22,8.1,64.3,,,,,,,,,,,,,,,,,,,2022-10-10 13:30:53,
6261$ROW36$RANGE13$B14A X MO17,Lincoln,Lincoln,0,High,225,,17.5,,6,36,13,6261,B14A X MO17,2022-05-22,2022-07-21,2022-07-24,60,63,3,1370.73,1451.51,80.78,98,159,,3.42,31.52,12.4,62,,,,,,,,,,,,,,,,,,,2022-10-10 13:33:23,
6262$ROW36$RANGE14$B37 X MO17,Lincoln,Lincoln,0,High,225,,17.5,,6,36,14,6262,B37 X MO17,2022-05-22,2022-07-22,2022-07-29,61,68,7,1395.88,1570.26,174.38,96,159,,1.66,15.4,11.8,62,,,,,,,,,,,,,,,,,,,2022-10-10 13:54:20,
6263$ROW36$RANGE15$WF9 X H95,Lincoln,Lincoln,0,High,225,,17.5,,6,36,15,6263,WF9 X H95,2022-05-22,2022-07-24,2022-08-01,63,71,8,1451.51,1631.41,179.9,80,174,,1.51,14.15,10.9,63,,,,,,,,,,,,,,,,,,,2022-10-10 13:56:34,
6264$ROW37$RANGE9$PHN46 X W606S,Lincoln,Lincoln,0,High,225,,17.5,,6,37,9,6264,PHN46 X W606S,2022-05-22,2022-07-22,2022-07-24,61,63,2,1395.88,1451.51,55.63,72,159,,3.55,32.57,12.8,62.1,12.5,10.9,3.6,2.4,23.2,14.8,295,15.9,48.9,9.2,4.71,69.57,11.77,4,0.2,0.98,yellow,,2022-10-10 11:53:04,
6265$ROW37$RANGE10$LH195 X 3IIH6,Lincoln,Lincoln,0,High,225,,17.5,,6,37,10,6265,LH195 X 3IIH6,2022-05-22,2022-07-22,,61,,,1395.88,,,69,137,,0.35,3.6,,,15.5,13.4,3.4,2.4,25.5,16.8,420,12.3,54.8,13.2,4.77,66.14,13.33,4.22,1.33,1.44,yellow,,2022-10-10 12:20:01,
6266$ROW37$RANGE11$PHB47 X PHK56,Lincoln,Lincoln,0,High,225,,17.5,,6,37,11,6266,PHB47 X PHK56,2022-05-22,2022-07-20,2022-07-25,59,64,5,1346.07,1479.48,133.41,62,155,,0.79,7.67,7.7,64.6,12.4,11.5,3,2.1,26.5,15,348,13.3,44.2,10.1,4.72,66.71,14.19,4.57,1.28,0.99,yellow,,2022-10-10 13:07:55,
6267$ROW37$RANGE12$B37 X OH43,Lincoln,Lincoln,0,High,225,,17.5,,6,37,12,6267,B37 X OH43,2022-05-22,2022-07-22,2022-08-01,61,71,10,1395.88,1631.41,235.54,77,167,,0.5,4.9,6.9,64.3,14.9,14.1,3.5,2.5,31,14.2,368,18.6,68.2,12.8,4.64,64.87,12.04,3.44,1.96,1.04,yellow,,2022-10-10 13:31:08,
6268$ROW37$RANGE13$B73 X 3IIH6,Lincoln,Lincoln,0,High,225,,17.5,,6,37,13,6268,B73 X 3IIH6,2022-05-22,2022-07-20,2022-07-23,59,62,3,1346.07,1422.27,76.2,81,146,,0.82,8.06,6.6,64.6,16,12,4,2.5,26,20,486,18.5,89,14,5.08,68.72,10.11,4.24,1.81,1.42,yellow,,2022-10-10 13:33:07,
6269$ROW37$RANGE14$LH74 X PHN82,Lincoln,Lincoln,0,High,225,,17.5,,6,37,14,6269,LH74 X PHN82,2022-05-22,2022-07-19,2022-07-23,58,62,4,1320.57,1422.27,101.7,67,147,,3.55,32.68,12.5,62.1,17.1,14.2,3.9,2.6,32,15,424,21.3,96.5,18.3,4.68,67.42,11.58,3.91,1.03,1.06,yellow,,2022-10-10 13:54:38,
6270$ROW37$RANGE15$PHT69 X 3IIH6,Lincoln,Lincoln,0,High,225,,17.5,,6,37,15,6270,PHT69 X 3IIH6,2022-05-22,2022-07-16,2022-07-17,55,56,1,1238.89,1268.08,29.18,71,156,,2.47,23,11.5,62.4,13.9,13.4,3.5,2.4,30.5,15.5,411,13.4,52.7,10.6,4.95,64.74,14.65,5.23,1.46,1.71,yellow,,2022-10-10 13:56:18,
6271$ROW38$RANGE9$PHK56 X 3IIH6,Lincoln,Lincoln,0,High,225,,17.5,,6,38,9,6271,PHK56 X 3IIH6,2022-05-22,2022-07-18,2022-07-26,57,65,8,1295.5,1498.26,202.76,81,161,,1.26,11.74,11.4,62.8,11.6,,3.2,2.2,26.8,14.5,321,13.1,40.6,9.2,,,,,,,yellow,,2022-10-10 11:52:42,
6272$ROW38$RANGE10$F42 X OH43,Lincoln,Lincoln,0,High,225,,17.5,,6,38,10,6272,F42 X OH43,2022-05-22,2022-07-21,2022-07-29,60,68,8,1370.73,1570.26,199.53,91,179,,1.62,14.98,12.1,62.1,14.9,,3.5,2.5,32.5,18,435,16.7,74.3,15.2,4.84,66.82,11.12,4.46,1.38,1.05,yellow,,2022-10-10 12:20:21,
6273$ROW38$RANGE11$LH198 X PHZ51,Lincoln,Lincoln,0,High,225,,17.5,,6,38,11,6273,LH198 X PHZ51,2022-05-22,2022-07-22,2022-07-29,61,68,7,1395.88,1570.26,174.38,73,164,,2.71,25.03,12.2,62.6,11.2,,2.8,2.1,23.2,13,243,18.6,45.2,9.3,,,,,,,yellow,,2022-10-10 13:07:37,
6274$ROW38$RANGE12$B37 X H95,Lincoln,Lincoln,0,High,225,,17.5,,6,38,12,6274,B37 X H95,2022-05-22,2022-07-24,2022-08-01,63,71,8,1451.51,1631.41,179.9,96,154,,0.82,7.61,11.8,61,11.9,,2.9,1.8,28.2,13.2,291,15.4,45.8,8.4,,,,,,,yellow,,2022-10-10 13:31:24,
6275$ROW38$RANGE13$LH195 X PHZ51,Lincoln,Lincoln,0,High,225,,17.5,,6,38,13,6275,LH195 X PHZ51,2022-05-22,2022-07-24,2022-07-25,63,64,1,1451.51,1479.48,27.97,84,189,,2.5,22.7,13.7,61.2,14.1,,3.2,2.5,34.2,16.2,439,18.3,81.3,14.4,,,,,,,yellow,,2022-10-10 13:32:49,
