qr,loc,plot,field,nLvl,irrigation,rep,row,range,genotype,population,anthesisDate,anthesisCollector,silkingDate,silkingCollector,notes,leafDimHtNotes,leafDimHtCollector,leafDimHtDate,earHt,flagLeafHt,plantHt,harvestDate,combineYield,combineMoisture,combineTestWt,harvestSeq,combineNotes,earLen,earFillLen,earWidth,shelledCobWidth,shelledCobWt,kernelsPerEar,kernelMass,kernelColor,kernelStriping,hundredKernelWt,pctMoistureEarPhenotyping,moistureCorrectedStarch,moistureCorrectedProtein,moistureCorrectedOil,moistureCorrectedFiber,moistureCorrectedAsh
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT807$ROW7$RANGE19$PHP02 X PHB47,North Platte2,807,Hybrid HIPS,Medium,Partial,1,7,19,PHP02 X PHB47,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,13.5,4.1,2.5,18.4,18.4,130.3,yellow,N,27.4,NA,66.71,11,3.68,1.56,1.11
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT823$ROW7$RANGE20$B73 X PHM49,North Platte2,823,Hybrid HIPS,Medium,Partial,1,7,20,B73 X PHM49,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,13.2,3.9,2.5,18.3,18.3,123.4,yellow,N,27.1,4.5,70.66,9.94,3.65,0.83,0.89
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT839$ROW7$RANGE21$PHP02 X PHN46,North Platte2,839,Hybrid HIPS,Medium,Partial,1,7,21,PHP02 X PHN46,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,14.6,4.2,2.8,23.8,23.8,157.6,yellow,N,29.1,NA,68.22,9.73,3.62,1.46,1.17
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT855$ROW7$RANGE22$LH82 X PHJ89,North Platte2,855,Hybrid HIPS,Medium,Partial,1,7,22,LH82 X PHJ89,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,15.4,4,2.8,15.5,15.5,128.5,yellow,N,20.4,NA,71.08,10.08,4.37,0.15,1.04
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT871$ROW7$RANGE23$LH185 X LH145,North Platte2,871,Hybrid HIPS,Medium,Partial,1,7,23,LH185 X LH145,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,17.8,3.9,2.5,18.9,18.9,150.2,yellow,N,26.7,NA,70.4,9.4,2.57,1.37,0.99
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT887$ROW7$RANGE25$PHK56 X LH198,North Platte2,887,Hybrid HIPS,High,Partial,1,7,25,PHK56 X LH198,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,13.9,4.5,2.8,22.8,22.8,160.6,yellow,N,30.5,5,69.29,7.7,4.07,1.02,1.05
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT903$ROW7$RANGE26$PHP02 X PHG47,North Platte2,903,Hybrid HIPS,High,Partial,1,7,26,PHP02 X PHG47,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,15.5,4,2.4,14.8,14.8,125.3,yellow,N,25.3,NA,71.54,8.78,4.9,0.04,0.96
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT919$ROW7$RANGE27$4N506 X 3IIH6,North Platte2,919,Hybrid HIPS,High,Partial,1,7,27,4N506 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,15.9,4.5,2.9,23.7,23.7,150.5,yellow,N,30,4.6,67.44,8.73,4.36,0.86,1.14
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT935$ROW7$RANGE28$B73 X PHM49,North Platte2,935,Hybrid HIPS,High,Partial,1,7,28,B73 X PHM49,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,14.4,4.4,3,19.8,19.8,137.1,yellow,N,27.6,3.8,69,9.02,3.2,1.08,1.03
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT951$ROW7$RANGE29$LH185 X LH82,North Platte2,951,Hybrid HIPS,High,Partial,1,7,29,LH185 X LH82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6,17.4,4.2,2.8,19.9,19.9,160.5,yellow,N,27.8,NA,69.37,9.57,2.81,1.25,1.12
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT967$ROW7$RANGE30$PHP02 X PHK76,North Platte2,967,Hybrid HIPS,High,Partial,1,7,30,PHP02 X PHK76,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,16.2,3.9,3,21.7,21.7,135.8,orange,N,32.6,4.6,68.27,9.84,3.84,0.78,0.96
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT983$ROW7$RANGE31$PHW52 X PHM49,North Platte2,983,Hybrid HIPS,High,Partial,1,7,31,PHW52 X PHM49,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6,16,4.4,2.5,21.3,21.3,164.8,yellow,N,35.2,NA,71.88,9.14,3.75,0.5,0.91
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT999$ROW7$RANGE32$PHN46 X PHK56,North Platte2,999,Hybrid HIPS,High,Partial,1,7,32,PHN46 X PHK56,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,13.4,4.2,2.5,18.6,18.6,144.9,yellow,N,27.5,4.9,70.59,7.68,2.74,0.77,0.88
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT1015$ROW7$RANGE33$PHN46 X W606S,North Platte2,1015,Hybrid HIPS,High,Partial,1,7,33,PHN46 X W606S,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,13.6,4.1,2.6,19.6,19.6,136.7,yellow,N,29.6,5,73.11,8.16,3.49,0.26,0.79
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT1031$ROW7$RANGE34$LH82 X PHJ89,North Platte2,1031,Hybrid HIPS,High,Partial,1,7,34,LH82 X PHJ89,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,16,4.4,2.8,18,18,157.1,orange,N,23.2,NA,72.73,8.25,4.67,0.17,1
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT536$ROW8$RANGE1$HOEGEMEYER 8065RR,North Platte2,536,Hybrid HIPS,Low,Partial,1,8,1,HOEGEMEYER 8065RR,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,17.6,4,2.5,21.9,21.9,166.9,yellow,N,29.5,5.3,68.42,9.65,3.69,1.1,1.15
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT552$ROW8$RANGE2$PHP02 X LH185,North Platte2,552,Hybrid HIPS,Low,Partial,1,8,2,PHP02 X LH185,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,14.8,4.4,2.6,16,16,128.2,yellow,N,31.9,NA,70.43,9.73,4.34,1.17,1.21
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT568$ROW8$RANGE3$B105 X 3IIH6,North Platte2,568,Hybrid HIPS,Low,Partial,1,8,3,B105 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1,14.8,4,2.8,15.9,15.9,109.3,yellow,N,21.4,5.2,67.98,10.97,3.53,0.85,1.05
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT584$ROW8$RANGE4$LH82 X PHB47,North Platte2,584,Hybrid HIPS,Low,Partial,1,8,4,LH82 X PHB47,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,15.1,4.1,2.6,18,18,121.7,yellow,N,21.1,NA,68.08,10.92,4.54,1.11,1.14
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT600$ROW8$RANGE5$PHW52 X PHN82,North Platte2,600,Hybrid HIPS,Low,Partial,1,8,5,PHW52 X PHN82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,14.6,4.4,3,21.2,21.2,159.1,yellow,N,30.2,NA,71.59,9.22,4.36,0.35,0.89
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT616$ROW8$RANGE6$PHK56 X LH82,North Platte2,616,Hybrid HIPS,Low,Partial,1,8,6,PHK56 X LH82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,11.9,4,2.5,19,19,118.7,yellow,N,26.3,3.7,70.23,9.77,3.72,0.66,0.93
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT632$ROW8$RANGE7$LH195 X LH185,North Platte2,632,Hybrid HIPS,Low,Partial,1,8,7,LH195 X LH185,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,15.6,4,2.4,19.1,19.1,136.8,yellow,N,33.5,NA,70.94,10.13,3.67,1.18,0.91
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT648$ROW8$RANGE8$2369 X 3IIH6,North Platte2,648,Hybrid HIPS,Low,Partial,1,8,8,2369 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,14.5,4.1,2.8,15.1,15.1,118,yellow,N,24.5,4.8,68.79,9.97,3.45,0.93,1.02
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT664$ROW8$RANGE9$PHK56 X LH145,North Platte2,664,Hybrid HIPS,Low,Partial,1,8,9,PHK56 X LH145,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,15.1,4,2.5,21,21,384.6,yellow,N,29.3,NA,67.37,11.96,4.17,1.34,0.95
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT680$ROW8$RANGE10$PHT69 X 3IIH6,North Platte2,680,Hybrid HIPS,Low,Partial,1,8,10,PHT69 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,16.9,4,2.5,19.6,19.6,137.9,yellow,N,25.1,5,67.63,9.87,4.15,1.15,1.22
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP1$PLOT696$ROW8$RANGE11$SYNGENTA NK0760-3111,North Platte2,696,Hybrid HIPS,Low,Partial,1,8,11,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,16.2,4.4,2.6,18.4,18.4,138,yellow,N,25.1,NA,71.72,10.35,3.82,1.71,1.37
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT712$ROW8$RANGE13$PHW52 X PHN82,North Platte2,712,Hybrid HIPS,Medium,Partial,1,8,13,PHW52 X PHN82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,14.8,4.2,2.5,21.1,21.1,164.9,yellow,N,33.3,4.6,71.35,8.99,4.8,0,0.93
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT728$ROW8$RANGE14$LH195 X PHZ51,North Platte2,728,Hybrid HIPS,Medium,Partial,1,8,14,LH195 X PHZ51,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,12.8,3.8,2.6,13.5,13.5,90.3,yellow,N,24.3,NA,70.52,10.6,4.37,0.82,1.05
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT744$ROW8$RANGE15$4N506 X 3IIH6,North Platte2,744,Hybrid HIPS,Medium,Partial,1,8,15,4N506 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,14.5,4.4,2.9,19.5,19.5,128.7,yellow,N,31.6,NA,67.65,9.17,4.44,0.93,1.14
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT760$ROW8$RANGE16$B73 X MO17,North Platte2,760,Hybrid HIPS,Medium,Partial,1,8,16,B73 X MO17,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,15,4.2,3.1,19.1,19.1,111.9,yellow,N,29.4,4.4,70.37,10.46,3.2,1.31,0.93
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT776$ROW8$RANGE17$LH195 X LH185,North Platte2,776,Hybrid HIPS,Medium,Partial,1,8,17,LH195 X LH185,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,16.8,4,2.5,20.1,20.1,159.9,yellow,N,32.7,4.9,69.24,9.63,2.63,1.21,0.89
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT792$ROW8$RANGE18$LH195 X PHM49,North Platte2,792,Hybrid HIPS,Medium,Partial,1,8,18,LH195 X PHM49,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,14.8,4.1,2.5,22.1,22.1,156.3,yellow,N,30.9,NA,70.95,9.77,4.85,0.33,1.03
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT808$ROW8$RANGE19$B37 X OH43,North Platte2,808,Hybrid HIPS,Medium,Partial,1,8,19,B37 X OH43,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,13.9,3.9,2.5,18.1,18.1,114.3,yellow,N,28,NA,68.35,10.4,3.92,1.57,1.05
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT824$ROW8$RANGE20$LH195 X 3IIH6,North Platte2,824,Hybrid HIPS,Medium,Partial,1,8,20,LH195 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6,14.8,3.9,2.5,20.1,20.1,147.3,yellow,N,27.4,4.9,69.19,8.59,4.22,0.46,1.1
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT840$ROW8$RANGE21$PHK76 X 3IIH6,North Platte2,840,Hybrid HIPS,Medium,Partial,1,8,21,PHK76 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,16.1,3.8,2.5,24.1,24.1,159.9,yellow,N,28.2,NA,68.84,9.58,4.14,0.55,1.1
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT856$ROW8$RANGE22$PHK56 X LH198,North Platte2,856,Hybrid HIPS,Medium,Partial,1,8,22,PHK56 X LH198,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,13,4.2,2.2,19.8,19.8,148.7,yellow,N,31.5,NA,68.09,8.91,3.6,0.99,1.1
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP1$PLOT872$ROW8$RANGE23$PHK56 X LH185,North Platte2,872,Hybrid HIPS,Medium,Partial,1,8,23,PHK56 X LH185,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,17,4.4,2.5,19,19,139.3,yellow,N,33.7,NA,67.03,9.7,3.36,1.6,0.98
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT888$ROW8$RANGE25$2369 X LH123HT,North Platte2,888,Hybrid HIPS,High,Partial,1,8,25,2369 X LH123HT,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,16.9,4.2,3,27.3,27.3,120.2,yellow,N,29.2,4.7,71.14,9.4,3.54,1.14,0.94
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT904$ROW8$RANGE26$PHP02 X PHN46,North Platte2,904,Hybrid HIPS,High,Partial,1,8,26,PHP02 X PHN46,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,17,4,2.8,22.4,22.4,144.9,yellow,N,32.7,NA,69.04,9.41,3.47,0.95,1.06
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT920$ROW8$RANGE27$LH195 X PHM49,North Platte2,920,Hybrid HIPS,High,Partial,1,8,27,LH195 X PHM49,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,14.4,4.1,2.5,20.9,20.9,147.5,yellow,N,30.8,4,70.38,9.08,2.86,0.96,0.98
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT936$ROW8$RANGE28$2369 X PHZ51,North Platte2,936,Hybrid HIPS,High,Partial,1,8,28,2369 X PHZ51,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,15.8,3.9,2.4,22.8,22.8,138.3,yellow,N,28.9,4,71.04,8.91,3.45,0.88,1.01
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT952$ROW8$RANGE29$PHP02 X LH145,North Platte2,952,Hybrid HIPS,High,Partial,1,8,29,PHP02 X LH145,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,16.9,4,2.6,23.7,23.7,152.8,yellow,N,32.1,NA,67.98,11.09,3.36,1.36,1.13
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT968$ROW8$RANGE30$PHT69 X 3IIH6,North Platte2,968,Hybrid HIPS,High,Partial,1,8,30,PHT69 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,17.2,4.4,3,17.5,17.5,147.8,yellow,N,28.5,4.7,69.3,7.88,4.25,0.82,1.09
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT984$ROW8$RANGE31$2369 X 3IIH6,North Platte2,984,Hybrid HIPS,High,Partial,1,8,31,2369 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,15.9,4.5,2.6,19.3,19.3,152.8,yellow,N,28.4,NA,70.54,7.84,4.03,1.25,1.2
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT1000$ROW8$RANGE32$PHK76 X LH198,North Platte2,1000,Hybrid HIPS,High,Partial,1,8,32,PHK76 X LH198,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9,13.6,4,2.5,22.2,22.2,133.9,yellow,N,31.6,4.1,72.53,8.28,3.7,0.44,0.83
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT1016$ROW8$RANGE33$PHK76 X W606S,North Platte2,1016,Hybrid HIPS,High,Partial,1,8,33,PHK76 X W606S,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,16.4,3.5,2.4,22.7,22.7,127.3,red,N,28.8,5.3,71.38,9.1,4.08,0.64,0.88
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - HIGH NITROGEN$REP1$PLOT1032$ROW8$RANGE34$LH82 X PHB47,North Platte2,1032,Hybrid HIPS,High,Partial,1,8,34,LH82 X PHB47,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,16.4,4.4,2.6,23.4,23.4,158,yellow,N,23.8,NA,72.02,9.25,4.48,0.85,0.94
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT537$ROW9$RANGE1$F42 X MO17,North Platte2,537,Hybrid HIPS,Low,Partial,2,9,1,F42 X MO17,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2,14.2,3.9,2.9,16.6,16.6,113.3,yellow,N,28.4,5,67.87,10.59,3.65,1.35,1.11
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT553$ROW9$RANGE2$PHW52 X LH185,North Platte2,553,Hybrid HIPS,Low,Partial,2,9,2,PHW52 X LH185,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1,15,4.2,2.5,17.2,17.2,121.1,yellow,N,30.7,NA,69.81,10.65,4.41,1.21,1.1
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT569$ROW9$RANGE3$PHP02 X LH198,North Platte2,569,Hybrid HIPS,Low,Partial,2,9,3,PHP02 X LH198,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,13.5,4.2,3,20.7,20.7,123.4,yellow,N,26.7,4.4,70.47,10.69,3.41,1.04,0.9
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT585$ROW9$RANGE4$PHK76 X LH82,North Platte2,585,Hybrid HIPS,Low,Partial,2,9,4,PHK76 X LH82,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,13.4,4,2.8,14.4,14.4,99.9,orange,N,25.2,NA,69.77,9.66,4.59,0.49,1.08
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT601$ROW9$RANGE5$HOEGEMEYER 8065RR,North Platte2,601,Hybrid HIPS,Low,Partial,2,9,5,HOEGEMEYER 8065RR,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,15.6,4,2.5,17.8,17.8,147.9,yellow,N,31,NA,71.34,9.8,3.33,1.04,1.02
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT617$ROW9$RANGE6$PHT69 X 3IIH6,North Platte2,617,Hybrid HIPS,Low,Partial,2,9,6,PHT69 X 3IIH6,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,15.1,3.6,2.4,16.2,16.2,104.5,yellow,N,25.1,4.9,68.09,10.87,4.45,0.86,1.11
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT633$ROW9$RANGE7$PHK56 X LH185,North Platte2,633,Hybrid HIPS,Low,Partial,2,9,7,PHK56 X LH185,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,14.9,3.9,2.4,15.7,15.7,100.8,yellow,N,34.1,NA,67.35,10.01,3.5,1.86,0.98
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT649$ROW9$RANGE8$PHN46 X PHK56,North Platte2,649,Hybrid HIPS,Low,Partial,2,9,8,PHN46 X PHK56,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,13.1,4.5,2.5,18.9,18.9,141.9,yellow,N,28.7,4.6,71.96,9.11,3.48,0.44,0.78
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT665$ROW9$RANGE9$LH82 X PHJ89,North Platte2,665,Hybrid HIPS,Low,Partial,2,9,9,LH82 X PHJ89,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,15.2,3.9,2.8,16.9,16.9,122.7,yellow,N,20.9,NA,71.2,10.43,4.56,0.2,0.99
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT681$ROW9$RANGE10$LH195 X PHM49,North Platte2,681,Hybrid HIPS,Low,Partial,2,9,10,LH195 X PHM49,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,15,4.5,3,23,23,159.6,yellow,N,29.6,5,71.61,9.91,3.71,0.99,0.93
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - LOW NITROGEN$REP2$PLOT697$ROW9$RANGE11$SYNGENTA NK0760-3111,North Platte2,697,Hybrid HIPS,Low,Partial,2,9,11,SYNGENTA NK0760-3111,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1,17.1,4.5,2.6,22.9,22.9,154.3,yellow,N,27.2,NA,71.01,8.91,3.86,2,1.33
NORTH PLATTE$HIPS - PARTIAL IRRIGATION - MEDIUM NITROGEN$REP2$PLOT713$ROW9$RANGE13$PHP02 X LH145,North Platte2,713,Hybrid HIPS,Medium,Partial,2,9,13,PHP02 X LH145,Hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.84,10.57,4.2,0.7,0.86
